,Data
4054,-0.16
4055,-0.09
4056,-0.01
4057,0.07
4058,0.15
4059,0.22
4060,0.28
4061,0.33
4062,0.36
4063,0.37
4064,0.36
4065,0.33
4066,0.27
4067,0.2
4068,0.11
4069,0.01
4070,-0.08
4071,-0.17
4072,-0.23
4073,-0.27
4074,-0.27
4075,-0.25
4076,-0.19
4077,-0.11
4078,-0.03
4079,0.06
4080,0.14
4081,0.2
4082,0.23
4083,0.22
4084,0.18
4085,0.12
4086,0.02
4087,-0.08
4088,-0.18
4089,-0.27
4090,-0.33
4091,-0.37
4092,-0.37
4093,-0.35
4094,-0.3
4095,-0.22
4096,-0.14
4097,-0.06
4098,0.02
4099,0.08
4100,0.13
4101,0.16
4102,0.17
4103,0.17
4104,0.16
4105,0.15
4106,0.14
4107,0.13
4108,0.13
4109,0.13
4110,0.14
4111,0.14
4112,0.14
4113,0.14
4114,0.12
4115,0.1
4116,0.08
4117,0.05
4118,0.03
4119,0.0
4120,-0.01
4121,-0.02
4122,-0.01
4123,-0.01
4124,0.01
4125,0.02
4126,0.03
4127,0.03
4128,0.02
4129,0.01
4130,-0.03
4131,-0.07
4132,-0.12
4133,-0.16
4134,-0.21
4135,-0.25
4136,-0.27
4137,-0.28
4138,-0.27
4139,-0.25
4140,-0.21
4141,-0.17
4142,-0.12
4143,-0.08
4144,-0.03
4145,0.01
4146,0.04
4147,0.07
4148,0.09
4149,0.11
4150,0.13
4151,0.15
4152,0.17
4153,0.19
4154,0.21
4155,0.23
4156,0.25
4157,0.26
4158,0.26
4159,0.25
4160,0.24
4161,0.23
4162,0.2
4163,0.16
4164,0.12
4165,0.06
4166,0.0
4167,-0.06
4168,-0.13
4169,-0.2
4170,-0.26
4171,-0.3
4172,-0.33
4173,-0.34
4174,-0.33
4175,-0.31
4176,-0.27
4177,-0.21
4178,-0.16
4179,-0.1
4180,-0.06
4181,-0.02
4182,0.01
4183,0.03
4184,0.04
4185,0.04
4186,0.05
4187,0.06
4188,0.07
4189,0.08
4190,0.1
4191,0.12
4192,0.13
4193,0.14
4194,0.15
4195,0.15
4196,0.15
4197,0.14
4198,0.13
4199,0.12
4200,0.11
4201,0.09
4202,0.08
4203,0.05
4204,0.03
4205,0.0
4206,-0.02
4207,-0.05
4208,-0.07
4209,-0.08
4210,-0.09
4211,-0.1
4212,-0.1
4213,-0.1
4214,-0.1
4215,-0.09
4216,-0.09
4217,-0.08
4218,-0.07
4219,-0.06
4220,-0.05
4221,-0.04
4222,-0.02
4223,0.0
4224,0.02
4225,0.04
4226,0.05
4227,0.06
4228,0.05
4229,0.04
4230,0.02
4231,-0.0
4232,-0.03
4233,-0.06
4234,-0.08
4235,-0.1
4236,-0.1
4237,-0.1
4238,-0.08
4239,-0.06
4240,-0.03
4241,0.01
4242,0.05
4243,0.09
4244,0.14
4245,0.18
4246,0.21
4247,0.23
4248,0.24
4249,0.24
4250,0.21
4251,0.17
4252,0.12
4253,0.06
4254,-0.01
4255,-0.07
4256,-0.13
4257,-0.18
4258,-0.21
4259,-0.24
4260,-0.24
4261,-0.23
4262,-0.2
4263,-0.16
4264,-0.11
4265,-0.06
4266,-0.01
4267,0.03
4268,0.07
4269,0.09
4270,0.09
4271,0.09
4272,0.08
4273,0.06
4274,0.03
4275,-0.0
4276,-0.04
4277,-0.07
4278,-0.1
4279,-0.13
4280,-0.14
4281,-0.14
4282,-0.12
4283,-0.09
4284,-0.04
4285,0.02
4286,0.08
4287,0.14
4288,0.18
4289,0.22
4290,0.24
4291,0.24
4292,0.22
4293,0.19
4294,0.15
4295,0.1
4296,0.05
4297,0.02
4298,-0.01
4299,-0.03
4300,-0.03
4301,-0.03
4302,-0.01
4303,0.0
4304,0.01
4305,0.01
4306,0.0
4307,-0.02
4308,-0.06
4309,-0.11
4310,-0.16
4311,-0.21
4312,-0.25
4313,-0.27
4314,-0.28
4315,-0.26
4316,-0.23
4317,-0.18
4318,-0.12
4319,-0.06
4320,-0.0
4321,0.05
4322,0.09
4323,0.12
4324,0.14
4325,0.14
4326,0.14
4327,0.13
4328,0.13
4329,0.12
4330,0.12
4331,0.13
4332,0.14
4333,0.15
4334,0.16
4335,0.17
4336,0.16
4337,0.15
4338,0.13
4339,0.1
4340,0.06
4341,0.02
4342,-0.03
4343,-0.07
4344,-0.11
4345,-0.15
4346,-0.17
4347,-0.19
4348,-0.2
4349,-0.2
4350,-0.19
4351,-0.17
4352,-0.14
4353,-0.11
4354,-0.06
4355,-0.02
4356,0.03
4357,0.07
4358,0.11
4359,0.13
4360,0.14
4361,0.14
4362,0.12
4363,0.1
4364,0.07
4365,0.04
4366,0.01
4367,-0.02
4368,-0.05
4369,-0.08
4370,-0.1
4371,-0.13
4372,-0.14
4373,-0.16
4374,-0.16
4375,-0.16
4376,-0.14
4377,-0.1
4378,-0.05
4379,0.0
4380,0.07
4381,0.13
4382,0.18
4383,0.23
4384,0.25
4385,0.25
4386,0.24
4387,0.21
4388,0.17
4389,0.13
4390,0.08
4391,0.04
4392,0.01
4393,-0.02
4394,-0.05
4395,-0.07
4396,-0.09
4397,-0.11
4398,-0.14
4399,-0.16
4400,-0.19
4401,-0.21
4402,-0.22
4403,-0.21
4404,-0.2
4405,-0.16
4406,-0.11
4407,-0.05
4408,0.02
4409,0.09
4410,0.15
4411,0.2
4412,0.23
4413,0.25
4414,0.24
4415,0.21
4416,0.17
4417,0.12
4418,0.06
4419,0.01
4420,-0.03
4421,-0.07
4422,-0.09
4423,-0.1
4424,-0.1
4425,-0.1
4426,-0.1
4427,-0.09
4428,-0.08
4429,-0.08
4430,-0.08
4431,-0.08
4432,-0.08
4433,-0.08
4434,-0.07
4435,-0.06
4436,-0.04
4437,-0.03
4438,-0.01
4439,0.0
4440,0.01
4441,0.03
4442,0.04
4443,0.05
4444,0.07
4445,0.08
4446,0.1
4447,0.12
4448,0.14
4449,0.15
4450,0.16
4451,0.15
4452,0.13
4453,0.1
4454,0.05
4455,0.01
4456,-0.03
4457,-0.07
4458,-0.1
4459,-0.11
4460,-0.12
4461,-0.11
4462,-0.09
4463,-0.07
4464,-0.05
4465,-0.03
4466,-0.02
4467,-0.01
4468,-0.0
4469,0.01
4470,0.01
4471,0.02
4472,0.03
4473,0.03
4474,0.03
4475,0.02
4476,-0.0
4477,-0.03
4478,-0.07
4479,-0.11
4480,-0.14
4481,-0.16
4482,-0.17
4483,-0.16
4484,-0.12
4485,-0.08
4486,-0.02
4487,0.04
4488,0.11
4489,0.16
4490,0.19
4491,0.21
4492,0.22
4493,0.21
4494,0.18
4495,0.15
4496,0.11
4497,0.08
4498,0.05
4499,0.02
4500,-0.01
4501,-0.03
4502,-0.04
4503,-0.05
4504,-0.05
4505,-0.05
4506,-0.05
4507,-0.05
4508,-0.05
4509,-0.05
4510,-0.05
4511,-0.05
4512,-0.06
4513,-0.07
4514,-0.07
4515,-0.08
4516,-0.08
4517,-0.09
4518,-0.09
4519,-0.09
4520,-0.09
4521,-0.09
4522,-0.09
4523,-0.1
4524,-0.1
4525,-0.1
4526,-0.09
4527,-0.07
4528,-0.04
4529,0.0
4530,0.05
4531,0.11
4532,0.16
4533,0.2
4534,0.23
4535,0.25
4536,0.26
4537,0.25
4538,0.22
4539,0.19
4540,0.16
4541,0.12
4542,0.09
4543,0.06
4544,0.03
4545,0.01
4546,-0.01
4547,-0.03
4548,-0.05
4549,-0.07
4550,-0.09
4551,-0.11
4552,-0.13
4553,-0.15
4554,-0.18
4555,-0.2
4556,-0.22
4557,-0.23
4558,-0.23
4559,-0.23
4560,-0.2
4561,-0.17
4562,-0.12
4563,-0.07
4564,-0.01
4565,0.04
4566,0.08
4567,0.11
4568,0.12
4569,0.13
4570,0.12
4571,0.12
4572,0.11
4573,0.11
4574,0.1
4575,0.11
4576,0.11
4577,0.11
4578,0.1
4579,0.1
4580,0.09
4581,0.08
4582,0.06
4583,0.04
4584,0.02
4585,-0.0
4586,-0.02
4587,-0.04
4588,-0.05
4589,-0.06
4590,-0.06
4591,-0.06
4592,-0.05
4593,-0.05
4594,-0.04
4595,-0.04
4596,-0.03
4597,-0.03
4598,-0.02
4599,-0.01
4600,0.0
4601,0.02
4602,0.04
4603,0.06
4604,0.08
4605,0.09
4606,0.09
4607,0.07
4608,0.05
4609,0.01
4610,-0.03
4611,-0.07
4612,-0.11
4613,-0.15
4614,-0.18
4615,-0.2
4616,-0.21
4617,-0.21
4618,-0.2
4619,-0.18
4620,-0.15
4621,-0.11
4622,-0.07
4623,-0.02
4624,0.04
4625,0.11
4626,0.17
4627,0.24
4628,0.29
4629,0.33
4630,0.35
4631,0.35
4632,0.33
4633,0.3
4634,0.24
4635,0.17
4636,0.09
4637,0.01
4638,-0.07
4639,-0.15
4640,-0.22
4641,-0.27
4642,-0.32
4643,-0.35
4644,-0.36
4645,-0.35
4646,-0.33
4647,-0.29
4648,-0.22
4649,-0.15
4650,-0.06
4651,0.04
4652,0.13
4653,0.21
4654,0.27
4655,0.31
4656,0.32
4657,0.3
4658,0.27
4659,0.21
4660,0.14
4661,0.07
4662,-0.0
4663,-0.06
4664,-0.09
4665,-0.1
4666,-0.09
4667,-0.06
4668,-0.03
4669,0.01
4670,0.05
4671,0.07
4672,0.07
4673,0.06
4674,0.04
4675,0.0
4676,-0.04
4677,-0.08
4678,-0.11
4679,-0.14
4680,-0.17
4681,-0.19
4682,-0.2
4683,-0.2
4684,-0.19
4685,-0.17
4686,-0.15
4687,-0.12
4688,-0.08
4689,-0.04
4690,0.0
4691,0.04
4692,0.08
4693,0.11
4694,0.14
4695,0.16
4696,0.19
4697,0.2
4698,0.21
4699,0.22
4700,0.21
4701,0.2
4702,0.18
4703,0.15
4704,0.12
4705,0.09
4706,0.06
4707,0.03
4708,0.0
4709,-0.02
4710,-0.04
4711,-0.06
4712,-0.07
4713,-0.08
4714,-0.09
4715,-0.1
4716,-0.12
4717,-0.14
4718,-0.15
4719,-0.17
4720,-0.18
4721,-0.18
4722,-0.18
4723,-0.17
4724,-0.15
4725,-0.12
4726,-0.09
4727,-0.06
4728,-0.04
4729,-0.01
4730,0.0
4731,0.02
4732,0.03
4733,0.04
4734,0.05
4735,0.07
4736,0.09
4737,0.12
4738,0.15
4739,0.18
4740,0.2
4741,0.22
4742,0.23
4743,0.23
4744,0.22
4745,0.2
4746,0.16
4747,0.12
4748,0.07
4749,0.01
4750,-0.05
4751,-0.1
4752,-0.15
4753,-0.19
4754,-0.22
4755,-0.24
4756,-0.24
4757,-0.23
4758,-0.2
4759,-0.17
4760,-0.12
4761,-0.07
4762,-0.03
4763,0.01
4764,0.05
4765,0.07
4766,0.08
4767,0.09
4768,0.08
4769,0.07
4770,0.06
4771,0.04
4772,0.02
4773,0.0
4774,-0.01
4775,-0.02
4776,-0.01
4777,-0.0
4778,0.02
4779,0.04
4780,0.06
4781,0.07
4782,0.08
4783,0.07
4784,0.05
4785,0.03
4786,-0.0
4787,-0.03
4788,-0.06
4789,-0.07
4790,-0.08
4791,-0.07
4792,-0.05
4793,-0.03
4794,0.0
4795,0.03
4796,0.05
4797,0.06
4798,0.05
4799,0.03
4800,-0.01
4801,-0.05
4802,-0.09
4803,-0.12
4804,-0.14
4805,-0.14
4806,-0.12
4807,-0.08
4808,-0.02
4809,0.05
4810,0.12
4811,0.2
4812,0.26
4813,0.3
4814,0.31
4815,0.29
4816,0.25
4817,0.18
4818,0.09
4819,-0.01
4820,-0.11
4821,-0.2
4822,-0.28
4823,-0.34
4824,-0.37
4825,-0.37
4826,-0.35
4827,-0.3
4828,-0.22
4829,-0.14
4830,-0.04
4831,0.06
4832,0.14
4833,0.21
4834,0.26
4835,0.28
4836,0.27
4837,0.24
4838,0.19
4839,0.13
4840,0.06
4841,-0.01
4842,-0.07
4843,-0.1
4844,-0.12
4845,-0.12
4846,-0.09
4847,-0.05
4848,0.01
4849,0.06
4850,0.1
4851,0.12
4852,0.12
4853,0.11
4854,0.07
4855,0.01
4856,-0.05
4857,-0.11
4858,-0.15
4859,-0.19
4860,-0.2
4861,-0.18
4862,-0.14
4863,-0.09
4864,-0.03
4865,0.04
4866,0.09
4867,0.13
4868,0.15
4869,0.14
4870,0.12
4871,0.07
4872,0.02
4873,-0.04
4874,-0.09
4875,-0.12
4876,-0.13
4877,-0.12
4878,-0.08
4879,-0.02
4880,0.05
4881,0.13
4882,0.2
4883,0.25
4884,0.28
4885,0.27
4886,0.24
4887,0.18
4888,0.09
4889,0.0
4890,-0.09
4891,-0.18
4892,-0.25
4893,-0.3
4894,-0.32
4895,-0.32
4896,-0.29
4897,-0.23
4898,-0.16
4899,-0.09
4900,-0.01
4901,0.06
4902,0.11
4903,0.14
4904,0.15
4905,0.14
4906,0.11
4907,0.08
4908,0.04
4909,0.01
4910,-0.0
4911,0.0
4912,0.02
4913,0.05
4914,0.08
4915,0.12
4916,0.14
4917,0.15
4918,0.13
4919,0.09
4920,0.04
4921,-0.03
4922,-0.09
4923,-0.15
4924,-0.19
4925,-0.21
4926,-0.2
4927,-0.16
4928,-0.1
4929,-0.02
4930,0.06
4931,0.14
4932,0.21
4933,0.25
4934,0.27
4935,0.26
4936,0.22
4937,0.16
4938,0.09
4939,0.01
4940,-0.07
4941,-0.15
4942,-0.2
4943,-0.24
4944,-0.26
4945,-0.26
4946,-0.24
4947,-0.21
4948,-0.18
4949,-0.15
4950,-0.12
4951,-0.1
4952,-0.08
4953,-0.07
4954,-0.06
4955,-0.04
4956,-0.02
4957,0.01
4958,0.05
4959,0.1
4960,0.15
4961,0.21
4962,0.25
4963,0.29
4964,0.31
4965,0.31
4966,0.29
4967,0.26
4968,0.2
4969,0.14
4970,0.07
4971,0.0
4972,-0.05
4973,-0.09
4974,-0.12
4975,-0.13
4976,-0.13
4977,-0.12
4978,-0.1
4979,-0.09
4980,-0.08
4981,-0.07
4982,-0.07
4983,-0.08
4984,-0.1
4985,-0.12
4986,-0.15
4987,-0.17
4988,-0.19
4989,-0.19
4990,-0.19
4991,-0.18
4992,-0.16
4993,-0.13
4994,-0.1
4995,-0.05
4996,-0.01
4997,0.04
4998,0.09
4999,0.14
5000,0.19
5001,0.22
5002,0.25
5003,0.27
5004,0.27
5005,0.26
5006,0.24
5007,0.21
5008,0.18
5009,0.15
5010,0.12
5011,0.1
5012,0.07
5013,0.06
5014,0.04
5015,0.03
5016,0.01
5017,-0.01
5018,-0.04
5019,-0.07
5020,-0.11
5021,-0.16
5022,-0.21
5023,-0.26
5024,-0.3
5025,-0.34
5026,-0.36
5027,-0.37
5028,-0.36
5029,-0.32
5030,-0.27
5031,-0.19
5032,-0.11
5033,-0.01
5034,0.09
5035,0.18
5036,0.27
5037,0.34
5038,0.39
5039,0.42
5040,0.42
5041,0.4
5042,0.35
5043,0.27
5044,0.17
5045,0.06
5046,-0.06
5047,-0.17
5048,-0.26
5049,-0.33
5050,-0.36
5051,-0.36
5052,-0.32
5053,-0.25
5054,-0.16
5055,-0.05
5056,0.07
5057,0.17
5058,0.26
5059,0.32
5060,0.36
5061,0.36
5062,0.33
5063,0.27
5064,0.19
5065,0.1
5066,0.01
5067,-0.08
5068,-0.16
5069,-0.23
5070,-0.28
5071,-0.31
5072,-0.32
5073,-0.31
5074,-0.28
5075,-0.23
5076,-0.18
5077,-0.12
5078,-0.06
5079,-0.0
5080,0.05
5081,0.09
5082,0.12
5083,0.14
5084,0.15
5085,0.15
5086,0.15
5087,0.15
5088,0.14
5089,0.12
5090,0.1
5091,0.08
5092,0.06
5093,0.04
5094,0.02
5095,-0.01
5096,-0.02
5097,-0.04
5098,-0.05
5099,-0.06
5100,-0.07
5101,-0.07
5102,-0.08
5103,-0.08
5104,-0.08
5105,-0.07
5106,-0.07
5107,-0.06
5108,-0.04
5109,-0.03
5110,-0.01
5111,0.01
5112,0.03
5113,0.06
5114,0.08
5115,0.09
5116,0.1
5117,0.1
5118,0.1
5119,0.09
5120,0.07
5121,0.05
5122,0.02
5123,-0.0
5124,-0.03
5125,-0.05
5126,-0.06
5127,-0.07
5128,-0.08
5129,-0.08
5130,-0.07
5131,-0.06
5132,-0.05
5133,-0.03
5134,-0.02
5135,-0.0
5136,0.01
5137,0.03
5138,0.03
5139,0.04
5140,0.04
5141,0.03
5142,0.03
5143,0.01
5144,-0.0
5145,-0.02
5146,-0.04
5147,-0.06
5148,-0.08
5149,-0.09
5150,-0.1
5151,-0.1
5152,-0.1
5153,-0.08
5154,-0.05
5155,-0.02
5156,0.02
5157,0.06
5158,0.11
5159,0.15
5160,0.18
5161,0.2
5162,0.21
5163,0.2
5164,0.18
5165,0.14
5166,0.1
5167,0.04
5168,-0.02
5169,-0.07
5170,-0.12
5171,-0.15
5172,-0.17
5173,-0.17
5174,-0.16
5175,-0.14
5176,-0.1
5177,-0.06
5178,-0.02
5179,0.02
5180,0.05
5181,0.07
5182,0.07
5183,0.06
5184,0.04
5185,0.02
5186,-0.01
5187,-0.05
5188,-0.07
5189,-0.09
5190,-0.1
5191,-0.09
5192,-0.08
5193,-0.05
5194,-0.01
5195,0.03
5196,0.07
5197,0.11
5198,0.14
5199,0.17
5200,0.18
5201,0.18
5202,0.16
5203,0.13
5204,0.09
5205,0.04
5206,-0.01
5207,-0.07
5208,-0.12
5209,-0.16
5210,-0.2
5211,-0.22
5212,-0.23
5213,-0.22
5214,-0.2
5215,-0.18
5216,-0.15
5217,-0.1
5218,-0.06
5219,-0.0
5220,0.06
5221,0.13
5222,0.19
5223,0.25
5224,0.3
5225,0.33
5226,0.33
5227,0.32
5228,0.27
5229,0.2
5230,0.11
5231,0.02
5232,-0.08
5233,-0.17
5234,-0.25
5235,-0.3
5236,-0.32
5237,-0.32
5238,-0.29
5239,-0.24
5240,-0.17
5241,-0.09
5242,-0.0
5243,0.08
5244,0.15
5245,0.2
5246,0.24
5247,0.25
5248,0.24
5249,0.21
5250,0.16
5251,0.1
5252,0.03
5253,-0.05
5254,-0.12
5255,-0.18
5256,-0.22
5257,-0.25
5258,-0.26
5259,-0.25
5260,-0.23
5261,-0.19
5262,-0.15
5263,-0.1
5264,-0.06
5265,-0.01
5266,0.03
5267,0.07
5268,0.1
5269,0.13
5270,0.15
5271,0.18
5272,0.2
5273,0.22
5274,0.23
5275,0.24
5276,0.24
5277,0.23
5278,0.21
5279,0.19
5280,0.16
5281,0.13
5282,0.09
5283,0.06
5284,0.02
5285,-0.01
5286,-0.05
5287,-0.09
5288,-0.14
5289,-0.18
5290,-0.22
5291,-0.26
5292,-0.29
5293,-0.32
5294,-0.32
5295,-0.31
5296,-0.29
5297,-0.25
5298,-0.2
5299,-0.15
5300,-0.09
5301,-0.03
5302,0.02
5303,0.06
5304,0.09
5305,0.12
5306,0.14
5307,0.15
5308,0.16
5309,0.18
5310,0.2
5311,0.21
5312,0.22
5313,0.23
5314,0.23
5315,0.22
5316,0.19
5317,0.16
5318,0.1
5319,0.04
5320,-0.02
5321,-0.08
5322,-0.13
5323,-0.17
5324,-0.18
5325,-0.17
5326,-0.15
5327,-0.11
5328,-0.06
5329,-0.02
5330,0.03
5331,0.06
5332,0.08
5333,0.09
5334,0.08
5335,0.06
5336,0.03
5337,-0.01
5338,-0.04
5339,-0.07
5340,-0.09
5341,-0.11
5342,-0.13
5343,-0.14
5344,-0.14
5345,-0.14
5346,-0.13
5347,-0.11
5348,-0.09
5349,-0.07
5350,-0.05
5351,-0.02
5352,0.0
5353,0.02
5354,0.04
5355,0.06
5356,0.08
5357,0.1
5358,0.12
5359,0.14
5360,0.16
5361,0.19
5362,0.21
5363,0.22
5364,0.21
5365,0.19
5366,0.15
5367,0.1
5368,0.03
5369,-0.04
5370,-0.11
5371,-0.17
5372,-0.21
5373,-0.24
5374,-0.24
5375,-0.22
5376,-0.18
5377,-0.13
5378,-0.07
5379,-0.01
5380,0.04
5381,0.09
5382,0.12
5383,0.14
5384,0.15
5385,0.14
5386,0.12
5387,0.09
5388,0.04
5389,-0.0
5390,-0.05
5391,-0.09
5392,-0.11
5393,-0.13
5394,-0.13
5395,-0.12
5396,-0.1
5397,-0.08
5398,-0.05
5399,-0.03
5400,-0.0
5401,0.02
5402,0.03
5403,0.04
5404,0.04
5405,0.03
5406,0.02
5407,0.01
5408,-0.01
5409,-0.01
5410,-0.01
5411,-0.0
5412,0.02
5413,0.04
5414,0.07
5415,0.11
5416,0.14
5417,0.16
5418,0.17
5419,0.17
5420,0.15
5421,0.11
5422,0.06
5423,0.01
5424,-0.05
5425,-0.11
5426,-0.17
5427,-0.21
5428,-0.23
5429,-0.24
5430,-0.24
5431,-0.21
5432,-0.17
5433,-0.12
5434,-0.05
5435,0.01
5436,0.08
5437,0.14
5438,0.19
5439,0.23
5440,0.25
5441,0.25
5442,0.24
5443,0.21
5444,0.16
5445,0.11
5446,0.05
5447,-0.01
5448,-0.07
5449,-0.12
5450,-0.17
5451,-0.21
5452,-0.24
5453,-0.26
5454,-0.26
5455,-0.25
5456,-0.23
5457,-0.18
5458,-0.12
5459,-0.05
5460,0.02
5461,0.08
5462,0.14
5463,0.18
5464,0.2
5465,0.2
5466,0.18
5467,0.15
5468,0.1
5469,0.05
5470,-0.0
5471,-0.04
5472,-0.06
5473,-0.06
5474,-0.04
5475,0.0
5476,0.06
5477,0.11
5478,0.17
5479,0.21
5480,0.22
5481,0.21
5482,0.18
5483,0.12
5484,0.04
5485,-0.05
5486,-0.14
5487,-0.22
5488,-0.29
5489,-0.33
5490,-0.35
5491,-0.33
5492,-0.29
5493,-0.23
5494,-0.15
5495,-0.06
5496,0.03
5497,0.11
5498,0.16
5499,0.19
5500,0.19
5501,0.16
5502,0.12
5503,0.05
5504,-0.01
5505,-0.07
5506,-0.1
5507,-0.11
5508,-0.1
5509,-0.06
5510,-0.0
5511,0.06
5512,0.13
5513,0.18
5514,0.22
5515,0.24
5516,0.24
5517,0.21
5518,0.17
5519,0.11
5520,0.04
5521,-0.03
5522,-0.1
5523,-0.16
5524,-0.2
5525,-0.22
5526,-0.21
5527,-0.19
5528,-0.15
5529,-0.1
5530,-0.04
5531,0.02
5532,0.07
5533,0.11
5534,0.13
5535,0.13
5536,0.12
5537,0.09
5538,0.04
5539,-0.01
5540,-0.07
5541,-0.13
5542,-0.17
5543,-0.2
5544,-0.21
5545,-0.2
5546,-0.16
5547,-0.11
5548,-0.05
5549,0.02
5550,0.09
5551,0.15
5552,0.2
5553,0.23
5554,0.24
5555,0.23
5556,0.2
5557,0.15
5558,0.08
5559,0.01
5560,-0.05
5561,-0.11
5562,-0.16
5563,-0.18
5564,-0.17
5565,-0.14
5566,-0.1
5567,-0.03
5568,0.04
5569,0.11
5570,0.17
5571,0.22
5572,0.24
5573,0.24
5574,0.21
5575,0.16
5576,0.09
5577,-0.0
5578,-0.1
5579,-0.19
5580,-0.27
5581,-0.33
5582,-0.36
5583,-0.36
5584,-0.34
5585,-0.28
5586,-0.21
5587,-0.13
5588,-0.04
5589,0.04
5590,0.11
5591,0.16
5592,0.19
5593,0.21
5594,0.21
5595,0.2
5596,0.18
5597,0.15
5598,0.13
5599,0.1
5600,0.09
5601,0.08
5602,0.07
5603,0.07
5604,0.07
5605,0.07
5606,0.07
5607,0.06
5608,0.05
5609,0.03
5610,0.0
5611,-0.03
5612,-0.07
5613,-0.11
5614,-0.14
5615,-0.18
5616,-0.2
5617,-0.21
5618,-0.21
5619,-0.18
5620,-0.14
5621,-0.09
5622,-0.03
5623,0.04
5624,0.09
5625,0.14
5626,0.17
5627,0.18
5628,0.18
5629,0.15
5630,0.11
5631,0.06
5632,0.0
5633,-0.06
5634,-0.11
5635,-0.15
5636,-0.18
5637,-0.2
5638,-0.19
5639,-0.18
5640,-0.14
5641,-0.1
5642,-0.05
5643,0.01
5644,0.06
5645,0.11
5646,0.15
5647,0.18
5648,0.2
5649,0.21
5650,0.2
5651,0.18
5652,0.15
5653,0.11
5654,0.07
5655,0.02
5656,-0.03
5657,-0.07
5658,-0.09
5659,-0.1
5660,-0.1
5661,-0.08
5662,-0.05
5663,-0.02
5664,0.02
5665,0.06
5666,0.09
5667,0.1
5668,0.09
5669,0.07
5670,0.03
5671,-0.02
5672,-0.07
5673,-0.13
5674,-0.18
5675,-0.21
5676,-0.22
5677,-0.22
5678,-0.18
5679,-0.14
5680,-0.08
5681,-0.02
5682,0.04
5683,0.09
5684,0.12
5685,0.14
5686,0.14
5687,0.12
5688,0.1
5689,0.06
5690,0.02
5691,-0.02
5692,-0.05
5693,-0.07
5694,-0.09
5695,-0.09
5696,-0.08
5697,-0.06
5698,-0.03
5699,0.0
5700,0.04
5701,0.07
5702,0.11
5703,0.14
5704,0.16
5705,0.17
5706,0.16
5707,0.15
5708,0.13
5709,0.1
5710,0.07
5711,0.03
5712,-0.0
5713,-0.03
5714,-0.05
5715,-0.06
5716,-0.06
5717,-0.06
5718,-0.07
5719,-0.07
5720,-0.08
5721,-0.09
5722,-0.1
5723,-0.12
5724,-0.13
5725,-0.14
5726,-0.15
5727,-0.14
5728,-0.13
5729,-0.11
5730,-0.09
5731,-0.06
5732,-0.03
5733,0.0
5734,0.04
5735,0.07
5736,0.1
5737,0.12
5738,0.14
5739,0.14
5740,0.13
5741,0.12
5742,0.1
5743,0.07
5744,0.05
5745,0.03
5746,0.02
5747,0.03
5748,0.04
5749,0.07
5750,0.1
5751,0.12
5752,0.15
5753,0.16
5754,0.16
5755,0.14
5756,0.11
5757,0.05
5758,-0.01
5759,-0.09
5760,-0.17
5761,-0.25
5762,-0.32
5763,-0.37
5764,-0.4
5765,-0.41
5766,-0.38
5767,-0.33
5768,-0.25
5769,-0.16
5770,-0.05
5771,0.07
5772,0.17
5773,0.26
5774,0.32
5775,0.34
5776,0.34
5777,0.3
5778,0.25
5779,0.17
5780,0.1
5781,0.03
5782,-0.03
5783,-0.07
5784,-0.09
5785,-0.09
5786,-0.07
5787,-0.03
5788,0.0
5789,0.04
5790,0.07
5791,0.09
5792,0.1
5793,0.1
5794,0.08
5795,0.04
5796,0.0
5797,-0.04
5798,-0.08
5799,-0.11
5800,-0.12
5801,-0.12
5802,-0.1
5803,-0.06
5804,-0.01
5805,0.04
5806,0.08
5807,0.1
5808,0.11
5809,0.1
5810,0.07
5811,0.03
5812,-0.02
5813,-0.08
5814,-0.13
5815,-0.17
5816,-0.21
5817,-0.23
5818,-0.23
5819,-0.21
5820,-0.18
5821,-0.14
5822,-0.09
5823,-0.04
5824,0.01
5825,0.05
5826,0.08
5827,0.11
5828,0.13
5829,0.14
5830,0.16
5831,0.16
5832,0.17
5833,0.17
5834,0.17
5835,0.16
5836,0.15
5837,0.13
5838,0.11
5839,0.08
5840,0.03
5841,-0.02
5842,-0.07
5843,-0.11
5844,-0.16
5845,-0.18
5846,-0.2
5847,-0.19
5848,-0.16
5849,-0.12
5850,-0.07
5851,-0.01
5852,0.05
5853,0.1
5854,0.14
5855,0.16
5856,0.17
5857,0.16
5858,0.14
5859,0.11
5860,0.09
5861,0.06
5862,0.03
5863,0.01
5864,-0.02
5865,-0.05
5866,-0.07
5867,-0.1
5868,-0.13
5869,-0.16
5870,-0.19
5871,-0.21
5872,-0.22
5873,-0.22
5874,-0.21
5875,-0.19
5876,-0.15
5877,-0.1
5878,-0.04
5879,0.03
5880,0.1
5881,0.16
5882,0.21
5883,0.25
5884,0.27
5885,0.27
5886,0.25
5887,0.22
5888,0.18
5889,0.12
5890,0.07
5891,0.01
5892,-0.04
5893,-0.08
5894,-0.12
5895,-0.14
5896,-0.15
5897,-0.15
5898,-0.15
5899,-0.13
5900,-0.11
5901,-0.09
5902,-0.06
5903,-0.03
5904,0.0
5905,0.04
5906,0.07
5907,0.1
5908,0.12
5909,0.14
5910,0.14
5911,0.14
5912,0.13
5913,0.1
5914,0.07
5915,0.04
5916,0.0
5917,-0.04
5918,-0.07
5919,-0.11
5920,-0.14
