,Data
526,-0.15
527,-0.16
528,-0.15
529,-0.13
530,-0.1
531,-0.05
532,0.01
533,0.07
534,0.13
535,0.19
536,0.23
537,0.27
538,0.28
539,0.29
540,0.28
541,0.26
542,0.22
543,0.18
544,0.13
545,0.09
546,0.04
547,0.01
548,-0.03
549,-0.06
550,-0.08
551,-0.1
552,-0.12
553,-0.13
554,-0.15
555,-0.16
556,-0.17
557,-0.18
558,-0.18
559,-0.19
560,-0.19
561,-0.18
562,-0.17
563,-0.16
564,-0.14
565,-0.12
566,-0.1
567,-0.07
568,-0.04
569,-0.01
570,0.03
571,0.07
572,0.11
573,0.14
574,0.18
575,0.2
576,0.22
577,0.23
578,0.23
579,0.21
580,0.18
581,0.14
582,0.09
583,0.04
584,-0.01
585,-0.05
586,-0.09
587,-0.11
588,-0.13
589,-0.13
590,-0.13
591,-0.11
592,-0.09
593,-0.07
594,-0.03
595,0.0
596,0.04
597,0.07
598,0.11
599,0.13
600,0.15
601,0.16
602,0.16
603,0.14
604,0.12
605,0.08
606,0.04
607,-0.02
608,-0.08
609,-0.14
610,-0.2
611,-0.24
612,-0.27
613,-0.28
614,-0.26
615,-0.23
616,-0.19
617,-0.14
618,-0.08
619,-0.02
620,0.03
621,0.07
622,0.1
623,0.11
624,0.11
625,0.09
626,0.06
627,0.02
628,-0.01
629,-0.03
630,-0.04
631,-0.03
632,0.0
633,0.05
634,0.1
635,0.17
636,0.22
637,0.27
638,0.3
639,0.31
640,0.3
641,0.26
642,0.2
643,0.12
644,0.03
645,-0.05
646,-0.13
647,-0.19
648,-0.23
649,-0.25
650,-0.24
651,-0.22
652,-0.18
653,-0.14
654,-0.09
655,-0.06
656,-0.03
657,-0.02
658,-0.03
659,-0.05
660,-0.08
661,-0.11
662,-0.14
663,-0.16
664,-0.16
665,-0.15
666,-0.12
667,-0.07
668,-0.02
669,0.04
670,0.09
671,0.15
672,0.19
673,0.22
674,0.24
675,0.24
676,0.23
677,0.2
678,0.16
679,0.11
680,0.05
681,-0.01
682,-0.06
683,-0.1
684,-0.12
685,-0.11
686,-0.09
687,-0.05
688,0.01
689,0.06
690,0.1
691,0.13
692,0.13
693,0.11
694,0.07
695,0.01
696,-0.05
697,-0.11
698,-0.15
699,-0.18
700,-0.19
701,-0.18
702,-0.15
703,-0.11
704,-0.06
705,-0.01
706,0.04
707,0.07
708,0.09
709,0.09
710,0.07
711,0.05
712,0.02
713,-0.02
714,-0.04
715,-0.06
716,-0.07
717,-0.06
718,-0.04
719,-0.01
720,0.02
721,0.06
722,0.08
723,0.11
724,0.11
725,0.11
726,0.09
727,0.05
728,0.01
729,-0.04
730,-0.09
731,-0.12
732,-0.15
733,-0.16
734,-0.15
735,-0.13
736,-0.09
737,-0.04
738,0.01
739,0.08
740,0.14
741,0.2
742,0.25
743,0.28
744,0.3
745,0.3
746,0.28
747,0.24
748,0.18
749,0.1
750,0.01
751,-0.09
752,-0.18
753,-0.27
754,-0.34
755,-0.39
756,-0.41
757,-0.4
758,-0.35
759,-0.28
760,-0.19
761,-0.09
762,0.01
763,0.09
764,0.16
765,0.19
766,0.2
767,0.18
768,0.13
769,0.06
770,-0.01
771,-0.07
772,-0.12
773,-0.15
774,-0.14
775,-0.11
776,-0.05
777,0.03
778,0.11
779,0.2
780,0.27
781,0.31
782,0.33
783,0.33
784,0.29
785,0.23
786,0.16
787,0.08
788,0.01
789,-0.06
790,-0.11
791,-0.14
792,-0.15
793,-0.15
794,-0.13
795,-0.11
796,-0.09
797,-0.07
798,-0.06
799,-0.06
800,-0.08
801,-0.09
802,-0.12
803,-0.14
804,-0.17
805,-0.18
806,-0.19
807,-0.18
808,-0.16
809,-0.13
810,-0.08
811,-0.03
812,0.02
813,0.08
814,0.14
815,0.19
816,0.22
817,0.25
818,0.25
819,0.24
820,0.22
821,0.18
822,0.13
823,0.07
824,0.02
825,-0.03
826,-0.07
827,-0.1
828,-0.12
829,-0.12
830,-0.1
831,-0.08
832,-0.04
833,-0.01
834,0.03
835,0.05
836,0.07
837,0.07
838,0.05
839,0.03
840,-0.0
841,-0.04
842,-0.08
843,-0.11
844,-0.13
845,-0.14
846,-0.13
847,-0.11
848,-0.07
849,-0.03
850,0.02
851,0.07
852,0.1
853,0.13
854,0.13
855,0.13
856,0.1
857,0.07
858,0.03
859,-0.01
860,-0.04
861,-0.07
862,-0.09
863,-0.09
864,-0.09
865,-0.08
866,-0.06
867,-0.04
868,-0.02
869,-0.01
870,-0.0
871,-0.0
872,-0.01
873,-0.02
874,-0.03
875,-0.04
876,-0.04
877,-0.04
878,-0.02
879,0.0
880,0.04
881,0.08
882,0.12
883,0.16
884,0.2
885,0.22
886,0.23
887,0.23
888,0.21
889,0.17
890,0.11
891,0.05
892,-0.03
893,-0.1
894,-0.17
895,-0.22
896,-0.26
897,-0.28
898,-0.28
899,-0.26
900,-0.23
901,-0.18
902,-0.13
903,-0.08
904,-0.02
905,0.02
906,0.06
907,0.09
908,0.11
909,0.12
910,0.11
911,0.1
912,0.09
913,0.07
914,0.06
915,0.04
916,0.03
917,0.03
918,0.02
919,0.02
920,0.02
921,0.01
922,0.01
923,0.01
924,-0.0
925,-0.02
926,-0.03
927,-0.05
928,-0.07
929,-0.08
930,-0.08
931,-0.07
932,-0.05
933,-0.02
934,0.01
935,0.05
936,0.08
937,0.11
938,0.13
939,0.14
940,0.13
941,0.12
942,0.1
943,0.08
944,0.05
945,0.02
946,-0.0
947,-0.02
948,-0.04
949,-0.06
950,-0.07
951,-0.08
952,-0.09
953,-0.1
954,-0.1
955,-0.11
956,-0.11
957,-0.1
958,-0.09
959,-0.08
960,-0.07
961,-0.05
962,-0.03
963,-0.01
964,0.0
965,0.01
966,0.02
967,0.02
968,0.02
969,0.01
970,0.01
971,0.0
972,0.0
973,0.01
974,0.02
975,0.04
976,0.06
977,0.08
978,0.1
979,0.12
980,0.13
981,0.13
982,0.12
983,0.1
984,0.07
985,0.03
986,-0.0
987,-0.04
988,-0.07
989,-0.09
990,-0.1
991,-0.11
992,-0.12
993,-0.12
994,-0.11
995,-0.1
996,-0.08
997,-0.06
998,-0.04
999,-0.02
1000,0.02
1001,0.05
1002,0.09
1003,0.14
1004,0.17
1005,0.21
1006,0.23
1007,0.23
1008,0.22
1009,0.19
1010,0.15
1011,0.08
1012,0.0
1013,-0.09
1014,-0.17
1015,-0.25
1016,-0.31
1017,-0.35
1018,-0.35
1019,-0.32
1020,-0.27
1021,-0.19
1022,-0.09
1023,0.0
1024,0.09
1025,0.16
1026,0.21
1027,0.22
1028,0.21
1029,0.17
1030,0.11
1031,0.04
1032,-0.03
1033,-0.09
1034,-0.14
1035,-0.18
1036,-0.19
1037,-0.18
1038,-0.15
1039,-0.1
1040,-0.04
1041,0.03
1042,0.1
1043,0.17
1044,0.23
1045,0.28
1046,0.31
1047,0.31
1048,0.31
1049,0.28
1050,0.24
1051,0.19
1052,0.14
1053,0.08
1054,0.01
1055,-0.05
1056,-0.12
1057,-0.18
1058,-0.23
1059,-0.28
1060,-0.31
1061,-0.33
1062,-0.33
1063,-0.31
1064,-0.28
1065,-0.24
1066,-0.19
1067,-0.13
1068,-0.06
1069,0.0
1070,0.07
1071,0.12
1072,0.17
1073,0.21
1074,0.23
1075,0.23
1076,0.21
1077,0.18
1078,0.14
1079,0.09
1080,0.03
1081,-0.01
1082,-0.05
1083,-0.08
1084,-0.09
1085,-0.09
1086,-0.07
1087,-0.04
1088,-0.0
1089,0.04
1090,0.08
1091,0.11
1092,0.12
1093,0.12
1094,0.11
1095,0.08
1096,0.05
1097,0.01
1098,-0.03
1099,-0.07
1100,-0.1
1101,-0.12
1102,-0.12
1103,-0.12
1104,-0.11
1105,-0.09
1106,-0.06
1107,-0.03
1108,0.0
1109,0.03
1110,0.06
1111,0.08
1112,0.09
1113,0.1
1114,0.09
1115,0.08
1116,0.06
1117,0.04
1118,0.01
1119,-0.02
1120,-0.06
1121,-0.09
1122,-0.12
1123,-0.14
1124,-0.15
1125,-0.15
1126,-0.13
1127,-0.1
1128,-0.07
1129,-0.03
1130,0.0
1131,0.03
1132,0.04
1133,0.05
1134,0.05
1135,0.04
1136,0.03
1137,0.03
1138,0.03
1139,0.03
1140,0.05
1141,0.07
1142,0.09
1143,0.11
1144,0.14
1145,0.15
1146,0.17
1147,0.18
1148,0.18
1149,0.17
1150,0.14
1151,0.11
1152,0.06
1153,0.01
1154,-0.05
1155,-0.11
1156,-0.17
1157,-0.23
1158,-0.27
1159,-0.3
1160,-0.3
1161,-0.28
1162,-0.24
1163,-0.19
1164,-0.12
1165,-0.05
1166,0.02
1167,0.08
1168,0.13
1169,0.16
1170,0.18
1171,0.18
1172,0.16
1173,0.13
1174,0.09
1175,0.04
1176,-0.01
1177,-0.06
1178,-0.1
1179,-0.12
1180,-0.13
1181,-0.11
1182,-0.09
1183,-0.05
1184,-0.0
1185,0.04
1186,0.09
1187,0.13
1188,0.16
1189,0.18
1190,0.18
1191,0.17
1192,0.15
1193,0.12
1194,0.09
1195,0.05
1196,0.01
1197,-0.02
1198,-0.05
1199,-0.07
1200,-0.08
1201,-0.08
1202,-0.08
1203,-0.08
1204,-0.08
1205,-0.08
1206,-0.09
1207,-0.09
1208,-0.09
1209,-0.09
1210,-0.08
1211,-0.07
1212,-0.06
1213,-0.04
1214,-0.02
1215,-0.01
1216,0.01
1217,0.01
1218,0.01
1219,0.0
1220,-0.01
1221,-0.02
1222,-0.03
1223,-0.03
1224,-0.02
1225,0.01
1226,0.04
1227,0.09
1228,0.14
1229,0.18
1230,0.22
1231,0.24
1232,0.24
1233,0.21
1234,0.15
1235,0.07
1236,-0.03
1237,-0.13
1238,-0.23
1239,-0.32
1240,-0.38
1241,-0.4
1242,-0.39
1243,-0.34
1244,-0.26
1245,-0.15
1246,-0.02
1247,0.12
1248,0.25
1249,0.37
1250,0.46
1251,0.52
1252,0.53
1253,0.52
1254,0.46
1255,0.37
1256,0.25
1257,0.11
1258,-0.04
1259,-0.18
1260,-0.3
1261,-0.4
1262,-0.47
1263,-0.5
1264,-0.5
1265,-0.46
1266,-0.4
1267,-0.31
1268,-0.22
1269,-0.12
1270,-0.03
1271,0.05
1272,0.11
1273,0.16
1274,0.19
1275,0.2
1276,0.2
1277,0.19
1278,0.16
1279,0.13
1280,0.09
1281,0.05
1282,0.01
1283,-0.03
1284,-0.06
1285,-0.07
1286,-0.08
1287,-0.07
1288,-0.04
1289,-0.0
1290,0.05
1291,0.11
1292,0.17
1293,0.23
1294,0.27
1295,0.29
1296,0.28
1297,0.25
1298,0.19
1299,0.12
1300,0.03
1301,-0.06
1302,-0.15
1303,-0.22
1304,-0.27
1305,-0.31
1306,-0.31
1307,-0.3
1308,-0.26
1309,-0.22
1310,-0.16
1311,-0.11
1312,-0.05
1313,-0.0
1314,0.04
1315,0.07
1316,0.1
1317,0.11
1318,0.12
1319,0.12
1320,0.1
1321,0.08
1322,0.06
1323,0.03
1324,0.0
1325,-0.03
1326,-0.05
1327,-0.06
1328,-0.07
1329,-0.08
1330,-0.07
1331,-0.06
1332,-0.05
1333,-0.03
1334,-0.01
1335,0.01
1336,0.03
1337,0.06
1338,0.08
1339,0.1
1340,0.11
1341,0.12
1342,0.13
1343,0.14
1344,0.14
1345,0.13
1346,0.12
1347,0.11
1348,0.09
1349,0.07
1350,0.05
1351,0.02
1352,-0.02
1353,-0.06
1354,-0.1
1355,-0.14
1356,-0.18
1357,-0.2
1358,-0.21
1359,-0.19
1360,-0.17
1361,-0.12
1362,-0.07
1363,-0.01
1364,0.04
1365,0.08
1366,0.11
1367,0.11
1368,0.09
1369,0.06
1370,0.01
1371,-0.04
1372,-0.1
1373,-0.14
1374,-0.17
1375,-0.18
1376,-0.17
1377,-0.14
1378,-0.09
1379,-0.03
1380,0.03
1381,0.09
1382,0.13
1383,0.17
1384,0.19
1385,0.19
1386,0.18
1387,0.15
1388,0.12
1389,0.09
1390,0.05
1391,0.03
1392,0.02
1393,0.01
1394,0.02
1395,0.04
1396,0.06
1397,0.08
1398,0.1
1399,0.11
1400,0.11
1401,0.09
1402,0.05
1403,0.01
1404,-0.05
1405,-0.11
1406,-0.16
1407,-0.21
1408,-0.25
1409,-0.26
1410,-0.26
1411,-0.23
1412,-0.19
1413,-0.14
1414,-0.09
1415,-0.04
1416,0.0
1417,0.03
1418,0.05
1419,0.06
1420,0.05
1421,0.04
1422,0.04
1423,0.03
1424,0.03
1425,0.05
1426,0.07
1427,0.1
1428,0.13
1429,0.16
1430,0.18
1431,0.18
1432,0.18
1433,0.15
1434,0.12
1435,0.07
1436,0.02
1437,-0.03
1438,-0.08
1439,-0.11
1440,-0.13
1441,-0.13
1442,-0.11
1443,-0.08
1444,-0.05
1445,-0.02
1446,0.01
1447,0.02
1448,0.02
1449,0.0
1450,-0.03
1451,-0.08
1452,-0.12
1453,-0.17
1454,-0.2
1455,-0.21
1456,-0.2
1457,-0.17
1458,-0.12
1459,-0.06
1460,0.02
1461,0.1
1462,0.18
1463,0.25
1464,0.29
1465,0.32
1466,0.32
1467,0.29
1468,0.25
1469,0.19
1470,0.12
1471,0.05
1472,-0.02
1473,-0.08
1474,-0.14
1475,-0.18
1476,-0.21
1477,-0.23
1478,-0.24
1479,-0.23
1480,-0.21
1481,-0.17
1482,-0.13
1483,-0.06
1484,0.0
1485,0.07
1486,0.14
1487,0.19
1488,0.23
1489,0.25
1490,0.24
1491,0.2
1492,0.14
1493,0.07
1494,-0.01
1495,-0.09
1496,-0.16
1497,-0.21
1498,-0.24
1499,-0.24
1500,-0.22
1501,-0.18
1502,-0.13
1503,-0.06
1504,0.0
1505,0.06
1506,0.11
1507,0.14
1508,0.15
1509,0.15
1510,0.13
1511,0.1
1512,0.07
1513,0.03
1514,-0.0
1515,-0.03
1516,-0.05
1517,-0.07
1518,-0.08
1519,-0.08
1520,-0.07
1521,-0.05
1522,-0.03
1523,-0.0
1524,0.03
1525,0.06
1526,0.09
1527,0.12
1528,0.15
1529,0.16
1530,0.17
1531,0.15
1532,0.13
1533,0.08
1534,0.02
1535,-0.04
1536,-0.1
1537,-0.16
1538,-0.21
1539,-0.23
1540,-0.24
1541,-0.22
1542,-0.18
1543,-0.13
1544,-0.07
1545,-0.01
1546,0.05
1547,0.1
1548,0.14
1549,0.16
1550,0.16
1551,0.15
1552,0.12
1553,0.09
1554,0.05
1555,0.01
1556,-0.03
1557,-0.05
1558,-0.06
1559,-0.06
1560,-0.04
1561,-0.02
1562,0.01
1563,0.03
1564,0.05
1565,0.05
1566,0.04
1567,0.01
1568,-0.03
1569,-0.07
1570,-0.12
1571,-0.16
1572,-0.18
1573,-0.19
1574,-0.18
1575,-0.15
1576,-0.1
1577,-0.03
1578,0.04
1579,0.11
1580,0.18
1581,0.23
1582,0.26
1583,0.27
1584,0.26
1585,0.22
1586,0.17
1587,0.1
1588,0.04
1589,-0.02
1590,-0.07
1591,-0.11
1592,-0.13
1593,-0.13
1594,-0.11
1595,-0.09
1596,-0.06
1597,-0.03
1598,-0.01
1599,0.02
1600,0.03
1601,0.05
1602,0.05
1603,0.05
1604,0.04
1605,0.02
1606,-0.0
1607,-0.04
1608,-0.07
1609,-0.11
1610,-0.14
1611,-0.16
1612,-0.17
1613,-0.17
1614,-0.16
1615,-0.14
1616,-0.11
1617,-0.07
1618,-0.03
1619,0.0
1620,0.03
1621,0.06
1622,0.08
1623,0.09
1624,0.11
1625,0.12
1626,0.14
1627,0.15
1628,0.17
1629,0.18
1630,0.18
1631,0.17
1632,0.15
1633,0.11
1634,0.06
1635,0.01
1636,-0.05
1637,-0.1
1638,-0.14
1639,-0.16
1640,-0.16
1641,-0.15
1642,-0.12
1643,-0.08
1644,-0.04
1645,0.0
1646,0.04
1647,0.07
1648,0.09
1649,0.1
1650,0.1
1651,0.08
1652,0.06
1653,0.03
1654,0.0
1655,-0.03
1656,-0.06
1657,-0.09
1658,-0.11
1659,-0.12
1660,-0.13
1661,-0.13
1662,-0.12
1663,-0.1
1664,-0.08
1665,-0.05
1666,-0.02
1667,0.02
1668,0.05
1669,0.08
1670,0.11
1671,0.13
1672,0.14
1673,0.13
1674,0.11
1675,0.07
1676,0.02
1677,-0.03
1678,-0.08
1679,-0.11
1680,-0.13
1681,-0.12
1682,-0.09
1683,-0.05
1684,0.0
1685,0.06
1686,0.11
1687,0.16
1688,0.18
1689,0.18
1690,0.16
1691,0.11
1692,0.06
1693,-0.0
1694,-0.06
1695,-0.12
1696,-0.15
1697,-0.17
1698,-0.16
1699,-0.14
1700,-0.1
1701,-0.05
1702,-0.01
1703,0.03
1704,0.06
1705,0.08
1706,0.08
1707,0.07
1708,0.05
1709,0.02
1710,-0.01
1711,-0.04
1712,-0.06
1713,-0.08
1714,-0.09
1715,-0.08
1716,-0.07
1717,-0.06
1718,-0.03
1719,-0.01
1720,0.02
1721,0.05
1722,0.07
1723,0.09
1724,0.11
1725,0.12
1726,0.12
1727,0.11
1728,0.1
1729,0.08
1730,0.05
1731,0.03
1732,0.0
1733,-0.02
1734,-0.05
1735,-0.07
1736,-0.09
1737,-0.11
1738,-0.13
1739,-0.14
1740,-0.14
1741,-0.14
1742,-0.13
1743,-0.1
1744,-0.07
1745,-0.03
1746,0.02
1747,0.07
1748,0.11
1749,0.15
1750,0.17
1751,0.18
1752,0.18
1753,0.16
1754,0.13
1755,0.09
1756,0.05
1757,-0.0
1758,-0.04
1759,-0.08
1760,-0.11
1761,-0.13
1762,-0.14
1763,-0.13
1764,-0.11
1765,-0.09
1766,-0.05
1767,-0.01
1768,0.03
1769,0.07
1770,0.09
1771,0.11
1772,0.12
1773,0.11
1774,0.08
1775,0.05
1776,0.01
1777,-0.03
1778,-0.07
1779,-0.11
1780,-0.14
1781,-0.16
1782,-0.16
1783,-0.15
1784,-0.13
1785,-0.08
1786,-0.03
1787,0.03
1788,0.1
1789,0.15
1790,0.2
1791,0.22
1792,0.23
1793,0.21
1794,0.16
1795,0.1
1796,0.04
1797,-0.03
1798,-0.1
1799,-0.15
1800,-0.18
1801,-0.19
1802,-0.19
1803,-0.17
1804,-0.14
1805,-0.1
1806,-0.06
1807,-0.02
1808,0.01
1809,0.04
1810,0.06
1811,0.07
1812,0.07
1813,0.08
1814,0.08
1815,0.08
1816,0.08
1817,0.08
1818,0.07
1819,0.06
1820,0.05
1821,0.03
1822,0.02
1823,-0.0
1824,-0.02
1825,-0.03
1826,-0.04
1827,-0.04
1828,-0.04
1829,-0.03
1830,-0.01
1831,0.01
1832,0.03
1833,0.04
1834,0.06
1835,0.07
1836,0.08
1837,0.08
1838,0.06
1839,0.04
1840,0.01
1841,-0.03
1842,-0.07
1843,-0.11
1844,-0.14
1845,-0.17
1846,-0.19
1847,-0.2
1848,-0.2
1849,-0.19
1850,-0.16
1851,-0.13
1852,-0.08
1853,-0.03
1854,0.02
1855,0.07
1856,0.12
1857,0.15
1858,0.17
1859,0.17
1860,0.17
1861,0.16
1862,0.15
1863,0.14
1864,0.12
1865,0.11
1866,0.09
1867,0.08
1868,0.06
1869,0.03
1870,0.01
1871,-0.01
1872,-0.03
1873,-0.04
1874,-0.05
1875,-0.04
1876,-0.03
1877,-0.01
1878,0.02
1879,0.04
1880,0.05
1881,0.04
1882,0.03
1883,-0.0
1884,-0.05
1885,-0.1
1886,-0.16
1887,-0.2
1888,-0.24
1889,-0.25
1890,-0.25
1891,-0.22
1892,-0.18
1893,-0.12
1894,-0.06
1895,0.0
1896,0.06
1897,0.1
1898,0.12
1899,0.13
1900,0.13
1901,0.11
1902,0.09
1903,0.07
1904,0.05
1905,0.04
1906,0.04
1907,0.06
1908,0.08
1909,0.11
1910,0.14
1911,0.16
1912,0.18
1913,0.19
1914,0.19
1915,0.17
1916,0.13
1917,0.09
1918,0.03
1919,-0.03
1920,-0.09
1921,-0.15
1922,-0.19
1923,-0.22
1924,-0.24
1925,-0.24
1926,-0.23
1927,-0.2
1928,-0.16
1929,-0.12
1930,-0.07
1931,-0.02
1932,0.02
1933,0.05
1934,0.08
1935,0.1
1936,0.12
1937,0.13
1938,0.12
1939,0.1
1940,0.08
1941,0.04
1942,-0.0
1943,-0.04
1944,-0.07
1945,-0.1
1946,-0.11
1947,-0.11
1948,-0.1
1949,-0.08
1950,-0.05
1951,-0.01
1952,0.02
1953,0.05
1954,0.08
1955,0.09
1956,0.1
1957,0.1
1958,0.09
1959,0.08
1960,0.06
1961,0.05
1962,0.04
1963,0.03
1964,0.02
1965,0.01
1966,0.01
1967,-0.0
1968,-0.0
1969,-0.01
1970,-0.0
1971,0.0
1972,0.01
1973,0.02
1974,0.03
1975,0.04
1976,0.04
1977,0.03
1978,0.01
1979,-0.01
1980,-0.05
1981,-0.09
1982,-0.12
1983,-0.15
1984,-0.17
1985,-0.17
1986,-0.15
1987,-0.12
1988,-0.07
1989,-0.01
1990,0.05
1991,0.11
1992,0.16
1993,0.2
1994,0.21
1995,0.19
1996,0.14
1997,0.08
1998,-0.0
