,Data
10233,0.012
10234,0.011
10235,0.001
10236,-0.013
10237,-0.026
10238,-0.032
10239,-0.028
10240,-0.012
10241,0.014
10242,0.05
10243,0.091
10244,0.135
10245,0.176
10246,0.209
10247,0.231
10248,0.237
10249,0.227
10250,0.198
10251,0.155
10252,0.101
10253,0.039
10254,-0.023
10255,-0.081
10256,-0.131
10257,-0.17
10258,-0.195
10259,-0.207
10260,-0.204
10261,-0.187
10262,-0.159
10263,-0.122
10264,-0.079
10265,-0.036
10266,0.003
10267,0.034
10268,0.054
10269,0.063
10270,0.061
10271,0.05
10272,0.034
10273,0.018
10274,0.006
10275,0.0
10276,0.003
10277,0.015
10278,0.034
10279,0.057
10280,0.08
10281,0.099
10282,0.11
10283,0.111
10284,0.099
10285,0.074
10286,0.036
10287,-0.011
10288,-0.063
10289,-0.114
10290,-0.158
10291,-0.19
10292,-0.205
10293,-0.202
10294,-0.18
10295,-0.143
10296,-0.093
10297,-0.036
10298,0.023
10299,0.081
10300,0.132
10301,0.174
10302,0.204
10303,0.221
10304,0.222
10305,0.21
10306,0.186
10307,0.152
10308,0.111
10309,0.067
10310,0.024
10311,-0.015
10312,-0.05
10313,-0.078
10314,-0.099
10315,-0.114
10316,-0.122
10317,-0.126
10318,-0.126
10319,-0.123
10320,-0.119
10321,-0.115
10322,-0.111
10323,-0.107
10324,-0.105
10325,-0.103
10326,-0.1
10327,-0.097
10328,-0.092
10329,-0.084
10330,-0.07
10331,-0.051
10332,-0.025
10333,0.005
10334,0.039
10335,0.073
10336,0.105
10337,0.133
10338,0.155
10339,0.172
10340,0.183
10341,0.189
10342,0.191
10343,0.19
10344,0.187
10345,0.183
10346,0.177
10347,0.168
10348,0.154
10349,0.134
10350,0.106
10351,0.069
10352,0.022
10353,-0.032
10354,-0.09
10355,-0.149
10356,-0.203
10357,-0.25
10358,-0.285
10359,-0.307
10360,-0.314
10361,-0.307
10362,-0.287
10363,-0.255
10364,-0.215
10365,-0.17
10366,-0.121
10367,-0.07
10368,-0.019
10369,0.033
10370,0.084
10371,0.132
10372,0.176
10373,0.212
10374,0.237
10375,0.248
10376,0.244
10377,0.226
10378,0.194
10379,0.153
10380,0.106
10381,0.057
10382,0.01
10383,-0.03
10384,-0.06
10385,-0.078
10386,-0.083
10387,-0.074
10388,-0.053
10389,-0.025
10390,0.008
10391,0.04
10392,0.066
10393,0.083
10394,0.088
10395,0.08
10396,0.059
10397,0.028
10398,-0.011
10399,-0.052
10400,-0.091
10401,-0.124
10402,-0.147
10403,-0.159
10404,-0.158
10405,-0.146
10406,-0.124
10407,-0.097
10408,-0.067
10409,-0.038
10410,-0.012
10411,0.01
10412,0.029
10413,0.046
10414,0.063
10415,0.08
10416,0.096
10417,0.11
10418,0.12
10419,0.122
10420,0.116
10421,0.099
10422,0.071
10423,0.034
10424,-0.008
10425,-0.053
10426,-0.097
10427,-0.134
10428,-0.163
10429,-0.178
10430,-0.178
10431,-0.161
10432,-0.129
10433,-0.083
10434,-0.029
10435,0.028
10436,0.083
10437,0.13
10438,0.166
10439,0.186
10440,0.191
10441,0.18
10442,0.156
10443,0.121
10444,0.081
10445,0.042
10446,0.007
10447,-0.019
10448,-0.035
10449,-0.04
10450,-0.037
10451,-0.031
10452,-0.024
10453,-0.022
10454,-0.026
10455,-0.038
10456,-0.057
10457,-0.078
10458,-0.097
10459,-0.111
10460,-0.113
10461,-0.101
10462,-0.073
10463,-0.032
10464,0.019
10465,0.073
10466,0.122
10467,0.159
10468,0.177
10469,0.174
10470,0.147
10471,0.099
10472,0.035
10473,-0.039
10474,-0.114
10475,-0.181
10476,-0.231
10477,-0.259
10478,-0.261
10479,-0.236
10480,-0.187
10481,-0.12
10482,-0.041
10483,0.039
10484,0.112
10485,0.169
10486,0.204
10487,0.214
10488,0.2
10489,0.164
10490,0.113
10491,0.054
10492,-0.005
10493,-0.055
10494,-0.09
10495,-0.107
10496,-0.105
10497,-0.086
10498,-0.053
10499,-0.015
10500,0.024
10501,0.055
10502,0.076
10503,0.085
10504,0.082
10505,0.072
10506,0.059
10507,0.049
10508,0.045
10509,0.05
10510,0.062
10511,0.08
10512,0.099
10513,0.115
10514,0.123
10515,0.12
10516,0.102
10517,0.069
10518,0.022
10519,-0.035
10520,-0.099
10521,-0.163
10522,-0.222
10523,-0.27
10524,-0.302
10525,-0.315
10526,-0.308
10527,-0.281
10528,-0.238
10529,-0.182
10530,-0.117
10531,-0.049
10532,0.017
10533,0.078
10534,0.13
10535,0.171
10536,0.2
10537,0.215
10538,0.217
10539,0.207
10540,0.189
10541,0.163
10542,0.135
10543,0.106
10544,0.081
10545,0.06
10546,0.045
10547,0.034
10548,0.025
10549,0.014
10550,-0.0
10551,-0.02
10552,-0.047
10553,-0.077
10554,-0.109
10555,-0.138
10556,-0.159
10557,-0.166
10558,-0.158
10559,-0.133
10560,-0.093
10561,-0.041
10562,0.02
10563,0.082
10564,0.141
10565,0.189
10566,0.221
10567,0.232
10568,0.219
10569,0.184
10570,0.129
10571,0.06
10572,-0.018
10573,-0.098
10574,-0.17
10575,-0.229
10576,-0.268
10577,-0.282
10578,-0.27
10579,-0.234
10580,-0.176
10581,-0.102
10582,-0.021
10583,0.058
10584,0.128
10585,0.179
10586,0.205
10587,0.204
10588,0.177
10589,0.127
10590,0.062
10591,-0.01
10592,-0.078
10593,-0.136
10594,-0.174
10595,-0.188
10596,-0.177
10597,-0.142
10598,-0.086
10599,-0.017
10600,0.059
10601,0.135
10602,0.201
10603,0.253
10604,0.283
10605,0.29
10606,0.27
10607,0.226
10608,0.159
10609,0.077
10610,-0.013
10611,-0.101
10612,-0.178
10613,-0.234
10614,-0.264
10615,-0.264
10616,-0.236
10617,-0.185
10618,-0.118
10619,-0.044
10620,0.026
10621,0.086
10622,0.127
10623,0.147
10624,0.144
10625,0.12
10626,0.08
10627,0.028
10628,-0.027
10629,-0.078
10630,-0.12
10631,-0.144
10632,-0.149
10633,-0.133
10634,-0.098
10635,-0.05
10636,0.004
10637,0.056
10638,0.097
10639,0.122
10640,0.128
10641,0.114
10642,0.083
10643,0.04
10644,-0.008
10645,-0.054
10646,-0.091
10647,-0.116
10648,-0.126
10649,-0.12
10650,-0.101
10651,-0.071
10652,-0.035
10653,0.002
10654,0.035
10655,0.062
10656,0.081
10657,0.093
10658,0.099
10659,0.102
10660,0.106
10661,0.112
10662,0.121
10663,0.134
10664,0.147
10665,0.158
10666,0.165
10667,0.162
10668,0.147
10669,0.118
10670,0.074
10671,0.016
10672,-0.053
10673,-0.126
10674,-0.198
10675,-0.262
10676,-0.311
10677,-0.339
10678,-0.344
10679,-0.324
10680,-0.28
10681,-0.218
10682,-0.144
10683,-0.067
10684,0.005
10685,0.065
10686,0.109
10687,0.135
10688,0.146
10689,0.144
10690,0.135
10691,0.123
10692,0.114
10693,0.109
10694,0.109
10695,0.112
10696,0.115
10697,0.116
10698,0.112
10699,0.103
10700,0.088
10701,0.069
10702,0.046
10703,0.022
10704,-0.002
10705,-0.027
10706,-0.05
10707,-0.071
10708,-0.089
10709,-0.101
10710,-0.107
10711,-0.107
10712,-0.1
10713,-0.086
10714,-0.066
10715,-0.043
10716,-0.02
10717,0.001
10718,0.015
10719,0.023
10720,0.022
10721,0.013
10722,-0.001
10723,-0.019
10724,-0.038
10725,-0.053
10726,-0.061
10727,-0.06
10728,-0.049
10729,-0.027
10730,0.004
10731,0.04
10732,0.075
10733,0.106
10734,0.127
10735,0.136
10736,0.131
10737,0.113
10738,0.086
10739,0.053
10740,0.018
10741,-0.014
10742,-0.04
10743,-0.059
10744,-0.069
10745,-0.069
10746,-0.063
10747,-0.052
10748,-0.04
10749,-0.028
10750,-0.018
10751,-0.012
10752,-0.009
10753,-0.009
10754,-0.012
10755,-0.017
10756,-0.023
10757,-0.028
10758,-0.031
10759,-0.031
10760,-0.03
10761,-0.025
10762,-0.019
10763,-0.011
10764,-0.002
10765,0.01
10766,0.022
10767,0.035
10768,0.048
10769,0.059
10770,0.068
10771,0.073
10772,0.074
10773,0.07
10774,0.061
10775,0.048
10776,0.033
10777,0.015
10778,-0.003
10779,-0.022
10780,-0.041
10781,-0.059
10782,-0.075
10783,-0.089
10784,-0.098
10785,-0.099
10786,-0.093
10787,-0.078
10788,-0.055
10789,-0.026
10790,0.007
10791,0.041
10792,0.072
10793,0.097
10794,0.113
10795,0.117
10796,0.108
10797,0.086
10798,0.054
10799,0.014
10800,-0.029
10801,-0.071
10802,-0.107
10803,-0.133
10804,-0.144
10805,-0.139
10806,-0.119
10807,-0.086
10808,-0.043
10809,0.004
10810,0.05
10811,0.091
10812,0.122
10813,0.141
10814,0.146
10815,0.139
10816,0.121
10817,0.097
10818,0.07
10819,0.043
10820,0.017
10821,-0.007
10822,-0.028
10823,-0.045
10824,-0.059
10825,-0.07
10826,-0.077
10827,-0.081
10828,-0.082
10829,-0.08
10830,-0.075
10831,-0.067
10832,-0.055
10833,-0.04
10834,-0.024
10835,-0.006
10836,0.01
10837,0.024
10838,0.034
10839,0.041
10840,0.043
10841,0.042
10842,0.037
10843,0.031
10844,0.023
10845,0.015
10846,0.007
10847,0.001
10848,-0.004
10849,-0.007
10850,-0.008
10851,-0.008
10852,-0.007
10853,-0.005
10854,-0.003
10855,-0.002
10856,0.0
10857,0.001
10858,0.001
10859,0.001
10860,0.0
10861,-0.0
10862,-0.0
10863,0.001
10864,0.005
10865,0.011
10866,0.018
10867,0.026
10868,0.033
10869,0.037
10870,0.038
10871,0.036
10872,0.029
10873,0.02
10874,0.009
10875,-0.002
10876,-0.011
10877,-0.018
10878,-0.02
10879,-0.019
10880,-0.014
10881,-0.007
10882,-0.0
10883,0.004
10884,0.004
10885,-0.0
10886,-0.011
10887,-0.027
10888,-0.047
10889,-0.068
10890,-0.087
10891,-0.102
10892,-0.111
10893,-0.113
10894,-0.106
10895,-0.092
10896,-0.071
10897,-0.044
10898,-0.013
10899,0.022
10900,0.057
10901,0.093
10902,0.126
10903,0.155
10904,0.178
10905,0.192
10906,0.196
10907,0.188
10908,0.166
10909,0.131
10910,0.085
10911,0.029
10912,-0.031
10913,-0.09
10914,-0.142
10915,-0.183
10916,-0.209
10917,-0.219
10918,-0.213
10919,-0.191
10920,-0.155
10921,-0.108
10922,-0.054
10923,0.006
10924,0.066
10925,0.122
10926,0.17
10927,0.204
10928,0.221
10929,0.218
10930,0.193
10931,0.148
10932,0.089
10933,0.021
10934,-0.046
10935,-0.104
10936,-0.148
10937,-0.171
10938,-0.175
10939,-0.159
10940,-0.129
10941,-0.088
10942,-0.043
10943,0.001
10944,0.04
10945,0.068
10946,0.085
10947,0.09
10948,0.084
10949,0.067
10950,0.04
10951,0.007
10952,-0.031
10953,-0.068
10954,-0.101
10955,-0.124
10956,-0.134
10957,-0.128
10958,-0.106
10959,-0.07
10960,-0.022
10961,0.03
10962,0.08
10963,0.122
10964,0.15
10965,0.163
10966,0.158
10967,0.139
10968,0.107
10969,0.068
10970,0.025
10971,-0.017
10972,-0.055
10973,-0.087
10974,-0.111
10975,-0.123
10976,-0.122
10977,-0.108
10978,-0.081
10979,-0.043
10980,0.001
10981,0.048
10982,0.093
10983,0.133
10984,0.165
10985,0.185
10986,0.194
10987,0.188
10988,0.167
10989,0.13
10990,0.079
10991,0.016
10992,-0.054
10993,-0.127
10994,-0.196
10995,-0.254
10996,-0.296
10997,-0.318
10998,-0.317
10999,-0.292
11000,-0.245
11001,-0.18
11002,-0.101
11003,-0.017
11004,0.066
11005,0.139
11006,0.196
11007,0.232
11008,0.243
11009,0.232
11010,0.202
11011,0.157
11012,0.106
11013,0.056
11014,0.014
11015,-0.014
11016,-0.024
11017,-0.014
11018,0.012
11019,0.049
11020,0.09
11021,0.124
11022,0.145
11023,0.144
11024,0.118
11025,0.068
11026,-0.003
11027,-0.086
11028,-0.171
11029,-0.249
11030,-0.309
11031,-0.345
11032,-0.352
11033,-0.328
11034,-0.274
11035,-0.195
11036,-0.099
11037,0.004
11038,0.104
11039,0.192
11040,0.261
11041,0.306
11042,0.325
11043,0.317
11044,0.287
11045,0.235
11046,0.168
11047,0.091
11048,0.01
11049,-0.068
11050,-0.136
11051,-0.188
11052,-0.221
11053,-0.233
11054,-0.222
11055,-0.19
11056,-0.141
11057,-0.078
11058,-0.008
11059,0.063
11060,0.128
11061,0.181
11062,0.218
11063,0.234
11064,0.229
11065,0.203
11066,0.158
11067,0.098
11068,0.027
11069,-0.049
11070,-0.123
11071,-0.189
11072,-0.242
11073,-0.275
11074,-0.287
11075,-0.277
11076,-0.246
11077,-0.196
11078,-0.131
11079,-0.056
11080,0.023
11081,0.099
11082,0.164
11083,0.213
11084,0.242
11085,0.249
11086,0.237
11087,0.208
11088,0.168
11089,0.122
11090,0.073
11091,0.026
11092,-0.018
11093,-0.056
11094,-0.088
11095,-0.114
11096,-0.133
11097,-0.145
11098,-0.15
11099,-0.145
11100,-0.132
11101,-0.111
11102,-0.082
11103,-0.047
11104,-0.01
11105,0.026
11106,0.058
11107,0.081
11108,0.093
11109,0.093
11110,0.083
11111,0.066
11112,0.044
11113,0.024
11114,0.009
11115,0.002
11116,0.005
11117,0.018
11118,0.038
11119,0.06
11120,0.078
11121,0.087
11122,0.082
11123,0.063
11124,0.032
11125,-0.007
11126,-0.05
11127,-0.09
11128,-0.122
11129,-0.14
11130,-0.143
11131,-0.13
11132,-0.103
11133,-0.066
11134,-0.025
11135,0.018
11136,0.056
11137,0.088
11138,0.11
11139,0.12
11140,0.117
11141,0.101
11142,0.071
11143,0.031
11144,-0.016
11145,-0.065
11146,-0.109
11147,-0.143
11148,-0.162
11149,-0.163
11150,-0.144
11151,-0.107
11152,-0.057
11153,0.001
11154,0.057
11155,0.105
11156,0.137
11157,0.149
11158,0.139
11159,0.111
11160,0.068
11161,0.016
11162,-0.036
11163,-0.082
11164,-0.114
11165,-0.128
11166,-0.122
11167,-0.097
11168,-0.055
11169,-0.003
11170,0.053
11171,0.106
11172,0.149
11173,0.177
11174,0.188
11175,0.18
11176,0.157
11177,0.122
11178,0.081
11179,0.037
11180,-0.006
11181,-0.044
11182,-0.075
11183,-0.098
11184,-0.112
11185,-0.116
11186,-0.111
11187,-0.098
11188,-0.079
11189,-0.057
11190,-0.035
11191,-0.016
11192,-0.002
11193,0.006
11194,0.009
11195,0.007
11196,-0.001
11197,-0.012
11198,-0.026
11199,-0.042
11200,-0.06
11201,-0.078
11202,-0.095
11203,-0.107
11204,-0.114
11205,-0.113
11206,-0.101
11207,-0.077
11208,-0.04
11209,0.007
11210,0.062
11211,0.12
11212,0.174
11213,0.219
11214,0.248
11215,0.257
11216,0.245
11217,0.213
11218,0.164
11219,0.103
11220,0.037
11221,-0.028
11222,-0.087
11223,-0.133
11224,-0.165
11225,-0.178
11226,-0.175
11227,-0.155
11228,-0.123
11229,-0.083
11230,-0.039
11231,0.005
11232,0.045
11233,0.08
11234,0.109
11235,0.13
11236,0.143
11237,0.144
11238,0.133
11239,0.107
11240,0.068
11241,0.016
11242,-0.045
11243,-0.11
11244,-0.171
11245,-0.223
11246,-0.259
11247,-0.277
11248,-0.275
11249,-0.253
11250,-0.216
11251,-0.166
11252,-0.109
11253,-0.05
11254,0.007
11255,0.057
11256,0.099
11257,0.132
11258,0.157
11259,0.177
11260,0.193
11261,0.205
11262,0.215
11263,0.22
11264,0.222
11265,0.219
11266,0.209
11267,0.193
11268,0.17
11269,0.14
11270,0.104
11271,0.063
11272,0.019
11273,-0.026
11274,-0.07
11275,-0.11
11276,-0.146
11277,-0.175
11278,-0.197
11279,-0.212
11280,-0.218
11281,-0.217
11282,-0.208
11283,-0.19
11284,-0.163
11285,-0.129
11286,-0.089
11287,-0.045
11288,-0.001
11289,0.039
11290,0.073
11291,0.097
11292,0.111
11293,0.112
11294,0.101
11295,0.08
11296,0.051
11297,0.018
11298,-0.015
11299,-0.044
11300,-0.067
11301,-0.08
11302,-0.082
11303,-0.071
11304,-0.051
11305,-0.022
11306,0.012
11307,0.049
11308,0.084
11309,0.117
11310,0.143
11311,0.161
11312,0.17
11313,0.167
11314,0.154
11315,0.13
11316,0.098
11317,0.061
11318,0.02
11319,-0.019
11320,-0.054
11321,-0.083
11322,-0.104
11323,-0.117
11324,-0.12
11325,-0.114
11326,-0.101
11327,-0.081
11328,-0.058
11329,-0.033
11330,-0.01
11331,0.008
11332,0.02
11333,0.023
11334,0.018
11335,0.006
11336,-0.009
11337,-0.025
11338,-0.038
11339,-0.046
11340,-0.048
11341,-0.044
11342,-0.035
11343,-0.022
11344,-0.008
11345,0.005
11346,0.015
11347,0.02
11348,0.021
11349,0.016
11350,0.008
11351,-0.004
11352,-0.018
11353,-0.034
11354,-0.049
11355,-0.063
11356,-0.074
11357,-0.079
11358,-0.076
11359,-0.064
11360,-0.041
11361,-0.005
11362,0.04
11363,0.094
11364,0.149
11365,0.2
11366,0.24
11367,0.267
11368,0.277
11369,0.27
11370,0.248
11371,0.213
11372,0.167
11373,0.111
11374,0.049
11375,-0.017
11376,-0.084
11377,-0.149
11378,-0.209
11379,-0.259
11380,-0.297
11381,-0.318
11382,-0.322
11383,-0.308
11384,-0.276
11385,-0.23
11386,-0.172
11387,-0.108
11388,-0.043
11389,0.018
11390,0.07
11391,0.111
11392,0.136
11393,0.147
11394,0.144
11395,0.129
11396,0.104
11397,0.072
11398,0.038
11399,0.005
11400,-0.023
11401,-0.043
11402,-0.053
11403,-0.053
11404,-0.041
11405,-0.021
11406,0.004
11407,0.033
11408,0.06
11409,0.084
11410,0.104
11411,0.119
11412,0.127
11413,0.13
11414,0.128
11415,0.121
11416,0.111
11417,0.1
11418,0.087
11419,0.074
11420,0.061
11421,0.046
11422,0.03
11423,0.01
11424,-0.014
11425,-0.041
11426,-0.071
11427,-0.103
11428,-0.135
11429,-0.165
11430,-0.19
11431,-0.208
11432,-0.217
11433,-0.215
11434,-0.203
11435,-0.18
11436,-0.147
11437,-0.108
11438,-0.065
11439,-0.02
11440,0.022
11441,0.059
11442,0.088
11443,0.109
11444,0.122
11445,0.129
11446,0.133
11447,0.133
11448,0.134
11449,0.134
11450,0.136
11451,0.138
11452,0.139
11453,0.136
11454,0.125
11455,0.105
11456,0.072
11457,0.028
11458,-0.024
11459,-0.08
11460,-0.133
11461,-0.176
11462,-0.206
11463,-0.217
11464,-0.208
11465,-0.181
11466,-0.138
11467,-0.084
11468,-0.026
11469,0.03
11470,0.075
11471,0.106
11472,0.118
11473,0.113
11474,0.095
11475,0.069
11476,0.042
11477,0.02
11478,0.007
11479,0.004
11480,0.01
11481,0.021
11482,0.033
11483,0.04
11484,0.038
11485,0.027
11486,0.006
11487,-0.022
11488,-0.051
11489,-0.078
11490,-0.096
11491,-0.102
11492,-0.094
11493,-0.07
11494,-0.033
11495,0.015
11496,0.066
11497,0.114
11498,0.153
11499,0.176
11500,0.179
11501,0.161
11502,0.123
11503,0.068
11504,0.001
11505,-0.071
11506,-0.139
11507,-0.197
11508,-0.238
11509,-0.258
11510,-0.256
11511,-0.233
11512,-0.19
11513,-0.133
11514,-0.065
11515,0.006
11516,0.074
11517,0.133
11518,0.178
11519,0.206
11520,0.215
11521,0.206
11522,0.18
11523,0.141
11524,0.097
11525,0.051
11526,0.012
11527,-0.018
11528,-0.034
11529,-0.036
11530,-0.027
11531,-0.009
11532,0.013
11533,0.035
11534,0.051
11535,0.057
11536,0.051
11537,0.031
11538,-0.002
11539,-0.045
11540,-0.093
11541,-0.142
11542,-0.187
11543,-0.221
11544,-0.239
11545,-0.24
11546,-0.221
11547,-0.182
11548,-0.128
11549,-0.062
11550,0.008
11551,0.076
11552,0.135
11553,0.181
11554,0.21
11555,0.222
11556,0.217
11557,0.198
11558,0.171
11559,0.138
11560,0.105
11561,0.075
11562,0.049
11563,0.029
11564,0.015
11565,0.008
11566,0.005
11567,0.005
11568,0.007
11569,0.008
11570,0.008
11571,0.004
11572,-0.004
11573,-0.018
11574,-0.037
11575,-0.061
11576,-0.089
11577,-0.117
11578,-0.145
11579,-0.169
11580,-0.187
11581,-0.195
11582,-0.194
11583,-0.182
11584,-0.159
11585,-0.126
11586,-0.086
11587,-0.041
11588,0.005
11589,0.046
11590,0.08
11591,0.104
11592,0.117
11593,0.12
11594,0.117
11595,0.11
11596,0.103
11597,0.1
11598,0.102
11599,0.108
11600,0.117
11601,0.126
11602,0.132
11603,0.132
11604,0.124
11605,0.108
11606,0.082
11607,0.049
11608,0.013
11609,-0.023
11610,-0.055
11611,-0.08
11612,-0.097
11613,-0.105
11614,-0.106
11615,-0.103
11616,-0.097
11617,-0.09
11618,-0.083
11619,-0.075
11620,-0.066
11621,-0.057
11622,-0.047
11623,-0.039
11624,-0.032
11625,-0.026
11626,-0.021
11627,-0.014
11628,-0.006
11629,0.006
11630,0.019
11631,0.033
11632,0.045
11633,0.052
11634,0.053
11635,0.045
11636,0.029
11637,0.007
11638,-0.017
11639,-0.039
11640,-0.057
11641,-0.066
11642,-0.064
11643,-0.052
11644,-0.029
11645,0.003
11646,0.041
11647,0.079
11648,0.114
11649,0.141
11650,0.157
11651,0.158
11652,0.145
11653,0.118
11654,0.078
11655,0.029
11656,-0.026
11657,-0.08
11658,-0.129
11659,-0.166
11660,-0.188
11661,-0.193
11662,-0.18
11663,-0.153
11664,-0.114
11665,-0.067
11666,-0.019
11667,0.029
11668,0.071
11669,0.105
11670,0.13
11671,0.146
11672,0.153
11673,0.152
11674,0.143
11675,0.128
11676,0.107
11677,0.079
11678,0.046
11679,0.009
11680,-0.031
11681,-0.07
11682,-0.106
11683,-0.136
11684,-0.155
11685,-0.164
11686,-0.159
11687,-0.142
11688,-0.115
11689,-0.081
11690,-0.043
11691,-0.007
11692,0.026
11693,0.051
11694,0.068
11695,0.077
11696,0.078
11697,0.074
11698,0.066
11699,0.055
11700,0.042
11701,0.026
11702,0.009
11703,-0.008
11704,-0.022
11705,-0.031
11706,-0.031
11707,-0.021
11708,-0.001
11709,0.027
11710,0.058
11711,0.089
11712,0.114
11713,0.128
11714,0.128
11715,0.112
11716,0.08
11717,0.035
11718,-0.019
11719,-0.076
11720,-0.129
11721,-0.173
11722,-0.203
11723,-0.217
11724,-0.215
11725,-0.197
11726,-0.165
11727,-0.122
11728,-0.07
11729,-0.014
11730,0.044
11731,0.101
11732,0.155
11733,0.2
11734,0.232
11735,0.247
11736,0.241
11737,0.214
11738,0.168
11739,0.106
11740,0.033
11741,-0.041
11742,-0.111
11743,-0.167
11744,-0.205
11745,-0.221
11746,-0.212
11747,-0.182
11748,-0.136
11749,-0.08
11750,-0.022
11751,0.03
11752,0.07
11753,0.095
11754,0.102
11755,0.094
11756,0.073
11757,0.046
11758,0.017
11759,-0.007
11760,-0.022
11761,-0.026
11762,-0.019
11763,-0.002
11764,0.02
11765,0.044
11766,0.066
11767,0.083
11768,0.094
11769,0.099
11770,0.097
11771,0.089
11772,0.077
11773,0.061
11774,0.043
11775,0.023
11776,0.003
11777,-0.017
11778,-0.036
11779,-0.053
11780,-0.069
11781,-0.084
11782,-0.1
11783,-0.118
11784,-0.14
11785,-0.165
11786,-0.192
11787,-0.217
11788,-0.238
11789,-0.249
11790,-0.245
11791,-0.226
11792,-0.188
11793,-0.133
11794,-0.063
11795,0.016
11796,0.099
11797,0.181
11798,0.254
11799,0.314
11800,0.358
11801,0.383
11802,0.388
11803,0.376
11804,0.348
11805,0.306
11806,0.255
11807,0.198
11808,0.137
11809,0.075
11810,0.013
11811,-0.048
11812,-0.104
11813,-0.155
11814,-0.198
11815,-0.23
11816,-0.252
11817,-0.263
11818,-0.262
11819,-0.253
11820,-0.237
11821,-0.215
11822,-0.19
11823,-0.161
11824,-0.131
11825,-0.101
11826,-0.07
11827,-0.04
11828,-0.013
11829,0.01
11830,0.028
11831,0.043
11832,0.054
11833,0.064
11834,0.073
11835,0.081
11836,0.089
11837,0.098
11838,0.106
11839,0.115
11840,0.124
11841,0.132
11842,0.136
11843,0.137
11844,0.131
11845,0.118
11846,0.098
11847,0.069
11848,0.032
11849,-0.011
11850,-0.057
11851,-0.102
11852,-0.14
11853,-0.166
11854,-0.176
11855,-0.166
11856,-0.136
11857,-0.089
11858,-0.029
11859,0.037
11860,0.1
11861,0.152
11862,0.187
11863,0.199
11864,0.189
11865,0.159
11866,0.113
11867,0.057
11868,-0.002
11869,-0.059
11870,-0.108
11871,-0.144
11872,-0.167
11873,-0.175
11874,-0.168
11875,-0.151
11876,-0.127
11877,-0.099
11878,-0.071
11879,-0.048
11880,-0.029
11881,-0.016
11882,-0.007
11883,-0.003
11884,-0.001
11885,0.001
11886,0.003
11887,0.009
11888,0.019
11889,0.035
11890,0.055
11891,0.077
11892,0.099
11893,0.117
11894,0.129
11895,0.133
11896,0.128
11897,0.112
11898,0.087
11899,0.054
11900,0.016
11901,-0.024
11902,-0.061
11903,-0.091
11904,-0.111
11905,-0.117
11906,-0.111
11907,-0.093
11908,-0.065
11909,-0.033
11910,0.0
11911,0.028
11912,0.047
11913,0.056
11914,0.053
11915,0.039
11916,0.018
11917,-0.006
11918,-0.03
11919,-0.049
11920,-0.058
11921,-0.055
11922,-0.036
11923,-0.002
11924,0.045
11925,0.102
11926,0.162
11927,0.217
11928,0.257
11929,0.276
11930,0.267
11931,0.229
11932,0.163
11933,0.074
11934,-0.031
11935,-0.143
11936,-0.253
11937,-0.352
11938,-0.432
11939,-0.488
11940,-0.515
11941,-0.513
11942,-0.481
11943,-0.422
11944,-0.338
11945,-0.233
11946,-0.114
11947,0.013
11948,0.14
11949,0.258
11950,0.359
11951,0.437
11952,0.486
11953,0.505
11954,0.494
11955,0.455
11956,0.395
11957,0.32
11958,0.24
11959,0.16
11960,0.086
11961,0.023
11962,-0.027
11963,-0.064
11964,-0.087
11965,-0.099
11966,-0.101
11967,-0.097
11968,-0.092
11969,-0.09
11970,-0.093
11971,-0.103
11972,-0.119
11973,-0.139
11974,-0.161
11975,-0.18
11976,-0.192
11977,-0.195
11978,-0.185
11979,-0.163
11980,-0.129
11981,-0.087
11982,-0.042
11983,0.003
11984,0.043
11985,0.074
11986,0.093
11987,0.1
11988,0.093
11989,0.075
11990,0.046
11991,0.01
11992,-0.031
11993,-0.072
11994,-0.11
11995,-0.139
11996,-0.157
11997,-0.159
11998,-0.144
11999,-0.111
12000,-0.061
12001,0.001
12002,0.072
12003,0.144
12004,0.21
12005,0.264
12006,0.301
12007,0.317
12008,0.311
12009,0.285
12010,0.243
12011,0.19
12012,0.135
12013,0.085
12014,0.045
12015,0.019
12016,0.006
12017,0.004
12018,0.008
12019,0.012
12020,0.009
12021,-0.004
12022,-0.031
12023,-0.073
12024,-0.128
12025,-0.19
12026,-0.255
12027,-0.314
12028,-0.36
12029,-0.388
12030,-0.393
12031,-0.374
12032,-0.333
12033,-0.271
12034,-0.197
12035,-0.115
12036,-0.034
12037,0.041
12038,0.105
12039,0.154
12040,0.19
12041,0.214
12042,0.227
12043,0.234
12044,0.238
12045,0.241
12046,0.244
12047,0.246
12048,0.244
12049,0.237
12050,0.222
12051,0.196
12052,0.16
12053,0.116
12054,0.065
12055,0.012
12056,-0.038
12057,-0.083
12058,-0.119
12059,-0.144
12060,-0.157
12061,-0.16
12062,-0.153
12063,-0.14
12064,-0.123
12065,-0.106
12066,-0.09
12067,-0.078
12068,-0.07
12069,-0.067
12070,-0.067
12071,-0.07
12072,-0.075
12073,-0.079
12074,-0.082
12075,-0.083
12076,-0.08
12077,-0.073
12078,-0.061
12079,-0.041
12080,-0.014
12081,0.021
12082,0.062
12083,0.106
12084,0.15
12085,0.191
12086,0.223
12087,0.241
12088,0.243
12089,0.228
12090,0.196
12091,0.149
12092,0.092
12093,0.032
12094,-0.027
12095,-0.08
12096,-0.122
12097,-0.152
12098,-0.169
12099,-0.174
12100,-0.171
12101,-0.161
