,Data
5026,-0.364
5027,-0.37
5028,-0.356
5029,-0.321
5030,-0.267
5031,-0.194
5032,-0.107
5033,-0.011
5034,0.088
5035,0.183
5036,0.269
5037,0.341
5038,0.393
5039,0.422
5040,0.425
5041,0.399
5042,0.345
5043,0.267
5044,0.168
5045,0.057
5046,-0.058
5047,-0.168
5048,-0.261
5049,-0.328
5050,-0.363
5051,-0.361
5052,-0.322
5053,-0.252
5054,-0.157
5055,-0.047
5056,0.066
5057,0.172
5058,0.261
5059,0.324
5060,0.357
5061,0.357
5062,0.327
5063,0.27
5064,0.193
5065,0.104
5066,0.01
5067,-0.081
5068,-0.162
5069,-0.229
5070,-0.279
5071,-0.308
5072,-0.317
5073,-0.306
5074,-0.276
5075,-0.231
5076,-0.176
5077,-0.116
5078,-0.056
5079,-0.001
5080,0.048
5081,0.087
5082,0.117
5083,0.137
5084,0.149
5085,0.154
5086,0.153
5087,0.147
5088,0.137
5089,0.122
5090,0.104
5091,0.083
5092,0.06
5093,0.037
5094,0.015
5095,-0.005
5096,-0.023
5097,-0.038
5098,-0.049
5099,-0.059
5100,-0.066
5101,-0.071
5102,-0.075
5103,-0.077
5104,-0.077
5105,-0.073
5106,-0.067
5107,-0.057
5108,-0.043
5109,-0.027
5110,-0.008
5111,0.013
5112,0.035
5113,0.056
5114,0.076
5115,0.092
5116,0.102
5117,0.105
5118,0.101
5119,0.089
5120,0.07
5121,0.047
5122,0.021
5123,-0.004
5124,-0.028
5125,-0.047
5126,-0.063
5127,-0.073
5128,-0.078
5129,-0.077
5130,-0.072
5131,-0.063
5132,-0.05
5133,-0.034
5134,-0.017
5135,-0.001
5136,0.014
5137,0.026
5138,0.034
5139,0.038
5140,0.038
5141,0.034
5142,0.026
5143,0.014
5144,-0.001
5145,-0.02
5146,-0.04
5147,-0.061
5148,-0.079
5149,-0.094
5150,-0.103
5151,-0.104
5152,-0.097
5153,-0.08
5154,-0.055
5155,-0.021
5156,0.019
5157,0.063
5158,0.107
5159,0.146
5160,0.178
5161,0.199
5162,0.207
5163,0.2
5164,0.18
5165,0.144
5166,0.097
5167,0.041
5168,-0.017
5169,-0.072
5170,-0.118
5171,-0.151
5172,-0.17
5173,-0.173
5174,-0.161
5175,-0.136
5176,-0.1
5177,-0.059
5178,-0.017
5179,0.021
5180,0.05
5181,0.067
5182,0.071
5183,0.062
5184,0.043
5185,0.016
5186,-0.015
5187,-0.045
5188,-0.071
5189,-0.09
5190,-0.098
5191,-0.093
5192,-0.077
5193,-0.049
5194,-0.014
5195,0.027
5196,0.069
5197,0.109
5198,0.142
5199,0.166
5200,0.177
5201,0.175
5202,0.161
5203,0.132
5204,0.093
5205,0.043
5206,-0.012
5207,-0.068
5208,-0.12
5209,-0.165
5210,-0.198
5211,-0.218
5212,-0.225
5213,-0.22
5214,-0.204
5215,-0.179
5216,-0.146
5217,-0.105
5218,-0.056
5219,-0.0
5220,0.062
5221,0.127
5222,0.192
5223,0.251
5224,0.298
5225,0.327
5226,0.334
5227,0.316
5228,0.27
5229,0.201
5230,0.114
5231,0.016
5232,-0.083
5233,-0.173
5234,-0.246
5235,-0.298
5236,-0.322
5237,-0.319
5238,-0.289
5239,-0.237
5240,-0.166
5241,-0.086
5242,-0.001
5243,0.079
5244,0.149
5245,0.203
5246,0.237
5247,0.249
5248,0.239
5249,0.208
5250,0.159
5251,0.096
5252,0.025
5253,-0.048
5254,-0.118
5255,-0.178
5256,-0.223
5257,-0.251
5258,-0.26
5259,-0.251
5260,-0.228
5261,-0.192
5262,-0.149
5263,-0.103
5264,-0.056
5265,-0.011
5266,0.03
5267,0.067
5268,0.1
5269,0.128
5270,0.153
5271,0.176
5272,0.197
5273,0.215
5274,0.229
5275,0.236
5276,0.236
5277,0.228
5278,0.212
5279,0.189
5280,0.161
5281,0.128
5282,0.093
5283,0.058
5284,0.022
5285,-0.015
5286,-0.053
5287,-0.093
5288,-0.135
5289,-0.179
5290,-0.222
5291,-0.262
5292,-0.294
5293,-0.315
5294,-0.323
5295,-0.315
5296,-0.291
5297,-0.252
5298,-0.203
5299,-0.146
5300,-0.088
5301,-0.031
5302,0.019
5303,0.061
5304,0.093
5305,0.117
5306,0.135
5307,0.15
5308,0.165
5309,0.18
5310,0.195
5311,0.211
5312,0.223
5313,0.231
5314,0.23
5315,0.219
5316,0.194
5317,0.156
5318,0.105
5319,0.044
5320,-0.02
5321,-0.081
5322,-0.132
5323,-0.166
5324,-0.18
5325,-0.174
5326,-0.15
5327,-0.111
5328,-0.064
5329,-0.016
5330,0.028
5331,0.062
5332,0.082
5333,0.086
5334,0.077
5335,0.055
5336,0.026
5337,-0.007
5338,-0.04
5339,-0.07
5340,-0.095
5341,-0.114
5342,-0.128
5343,-0.137
5344,-0.14
5345,-0.136
5346,-0.127
5347,-0.113
5348,-0.093
5349,-0.07
5350,-0.045
5351,-0.02
5352,0.003
5353,0.025
5354,0.044
5355,0.062
5356,0.079
5357,0.097
5358,0.117
5359,0.139
5360,0.163
5361,0.186
5362,0.205
5363,0.215
5364,0.211
5365,0.191
5366,0.153
5367,0.098
5368,0.032
5369,-0.04
5370,-0.109
5371,-0.169
5372,-0.212
5373,-0.235
5374,-0.236
5375,-0.217
5376,-0.18
5377,-0.13
5378,-0.073
5379,-0.014
5380,0.041
5381,0.088
5382,0.123
5383,0.145
5384,0.151
5385,0.143
5386,0.12
5387,0.085
5388,0.042
5389,-0.005
5390,-0.049
5391,-0.087
5392,-0.114
5393,-0.128
5394,-0.13
5395,-0.121
5396,-0.104
5397,-0.08
5398,-0.053
5399,-0.026
5400,-0.001
5401,0.019
5402,0.033
5403,0.04
5404,0.04
5405,0.032
5406,0.02
5407,0.006
5408,-0.006
5409,-0.012
5410,-0.011
5411,-0.002
5412,0.017
5413,0.043
5414,0.074
5415,0.106
5416,0.136
5417,0.159
5418,0.17
5419,0.166
5420,0.147
5421,0.111
5422,0.063
5423,0.006
5424,-0.055
5425,-0.114
5426,-0.167
5427,-0.208
5428,-0.234
5429,-0.244
5430,-0.236
5431,-0.211
5432,-0.17
5433,-0.117
5434,-0.054
5435,0.014
5436,0.081
5437,0.142
5438,0.193
5439,0.23
5440,0.249
5441,0.252
5442,0.238
5443,0.207
5444,0.164
5445,0.111
5446,0.053
5447,-0.007
5448,-0.065
5449,-0.119
5450,-0.167
5451,-0.207
5452,-0.238
5453,-0.258
5454,-0.263
5455,-0.253
5456,-0.225
5457,-0.181
5458,-0.122
5459,-0.054
5460,0.017
5461,0.084
5462,0.141
5463,0.182
5464,0.204
5465,0.205
5466,0.185
5467,0.149
5468,0.101
5469,0.048
5470,-0.001
5471,-0.039
5472,-0.06
5473,-0.06
5474,-0.038
5475,0.003
5476,0.056
5477,0.114
5478,0.167
5479,0.206
5480,0.223
5481,0.215
5482,0.18
5483,0.12
5484,0.041
5485,-0.049
5486,-0.14
5487,-0.222
5488,-0.288
5489,-0.33
5490,-0.345
5491,-0.332
5492,-0.291
5493,-0.226
5494,-0.145
5495,-0.056
5496,0.031
5497,0.107
5498,0.163
5499,0.192
5500,0.192
5501,0.165
5502,0.116
5503,0.054
5504,-0.01
5505,-0.066
5506,-0.103
5507,-0.115
5508,-0.1
5509,-0.061
5510,-0.005
5511,0.061
5512,0.127
5513,0.183
5514,0.223
5515,0.243
5516,0.239
5517,0.214
5518,0.168
5519,0.108
5520,0.038
5521,-0.035
5522,-0.102
5523,-0.158
5524,-0.198
5525,-0.217
5526,-0.214
5527,-0.191
5528,-0.15
5529,-0.097
5530,-0.038
5531,0.02
5532,0.07
5533,0.109
5534,0.131
5535,0.135
5536,0.12
5537,0.088
5538,0.042
5539,-0.014
5540,-0.073
5541,-0.128
5542,-0.172
5543,-0.201
5544,-0.209
5545,-0.197
5546,-0.164
5547,-0.113
5548,-0.05
5549,0.021
5550,0.09
5551,0.152
5552,0.201
5553,0.231
5554,0.241
5555,0.23
5556,0.197
5557,0.147
5558,0.084
5559,0.014
5560,-0.054
5561,-0.114
5562,-0.156
5563,-0.176
5564,-0.172
5565,-0.144
5566,-0.096
5567,-0.033
5568,0.037
5569,0.107
5570,0.169
5571,0.215
5572,0.24
5573,0.239
5574,0.211
5575,0.159
5576,0.086
5577,-0.002
5578,-0.097
5579,-0.189
5580,-0.27
5581,-0.329
5582,-0.362
5583,-0.364
5584,-0.337
5585,-0.283
5586,-0.211
5587,-0.127
5588,-0.042
5589,0.038
5590,0.107
5591,0.159
5592,0.193
5593,0.209
5594,0.21
5595,0.197
5596,0.176
5597,0.15
5598,0.125
5599,0.104
5600,0.088
5601,0.077
5602,0.072
5603,0.071
5604,0.071
5605,0.071
5606,0.068
5607,0.061
5608,0.047
5609,0.028
5610,0.001
5611,-0.031
5612,-0.068
5613,-0.107
5614,-0.145
5615,-0.178
5616,-0.201
5617,-0.211
5618,-0.205
5619,-0.182
5620,-0.142
5621,-0.089
5622,-0.028
5623,0.035
5624,0.093
5625,0.14
5626,0.171
5627,0.183
5628,0.176
5629,0.151
5630,0.11
5631,0.058
5632,0.002
5633,-0.056
5634,-0.108
5635,-0.152
5636,-0.182
5637,-0.197
5638,-0.194
5639,-0.175
5640,-0.142
5641,-0.097
5642,-0.046
5643,0.008
5644,0.061
5645,0.109
5646,0.15
5647,0.182
5648,0.202
5649,0.21
5650,0.204
5651,0.185
5652,0.153
5653,0.113
5654,0.066
5655,0.017
5656,-0.028
5657,-0.067
5658,-0.093
5659,-0.105
5660,-0.101
5661,-0.083
5662,-0.053
5663,-0.015
5664,0.025
5665,0.06
5666,0.086
5667,0.097
5668,0.092
5669,0.069
5670,0.031
5671,-0.019
5672,-0.075
5673,-0.13
5674,-0.178
5675,-0.211
5676,-0.225
5677,-0.215
5678,-0.185
5679,-0.137
5680,-0.078
5681,-0.016
5682,0.042
5683,0.089
5684,0.121
5685,0.138
5686,0.138
5687,0.123
5688,0.096
5689,0.061
5690,0.022
5691,-0.015
5692,-0.048
5693,-0.071
5694,-0.085
5695,-0.088
5696,-0.08
5697,-0.061
5698,-0.034
5699,0.0
5700,0.037
5701,0.074
5702,0.108
5703,0.136
5704,0.155
5705,0.165
5706,0.165
5707,0.153
5708,0.132
5709,0.102
5710,0.067
5711,0.03
5712,-0.004
5713,-0.031
5714,-0.05
5715,-0.06
5716,-0.064
5717,-0.065
5718,-0.065
5719,-0.068
5720,-0.076
5721,-0.089
5722,-0.104
5723,-0.12
5724,-0.134
5725,-0.143
5726,-0.145
5727,-0.14
5728,-0.129
5729,-0.111
5730,-0.089
5731,-0.061
5732,-0.03
5733,0.004
5734,0.04
5735,0.073
5736,0.103
5737,0.125
5738,0.138
5739,0.141
5740,0.134
5741,0.118
5742,0.095
5743,0.07
5744,0.047
5745,0.03
5746,0.023
5747,0.027
5748,0.042
5749,0.066
5750,0.095
5751,0.125
5752,0.149
5753,0.163
5754,0.162
5755,0.144
5756,0.107
5757,0.053
5758,-0.015
5759,-0.092
5760,-0.172
5761,-0.249
5762,-0.317
5763,-0.369
5764,-0.401
5765,-0.407
5766,-0.384
5767,-0.333
5768,-0.255
5769,-0.156
5770,-0.045
5771,0.068
5772,0.172
5773,0.257
5774,0.316
5775,0.343
5776,0.338
5777,0.304
5778,0.246
5779,0.175
5780,0.098
5781,0.027
5782,-0.031
5783,-0.07
5784,-0.088
5785,-0.085
5786,-0.066
5787,-0.034
5788,0.003
5789,0.041
5790,0.072
5791,0.093
5792,0.102
5793,0.096
5794,0.076
5795,0.044
5796,0.003
5797,-0.041
5798,-0.081
5799,-0.11
5800,-0.124
5801,-0.119
5802,-0.095
5803,-0.058
5804,-0.011
5805,0.035
5806,0.075
5807,0.102
5808,0.112
5809,0.102
5810,0.075
5811,0.032
5812,-0.02
5813,-0.075
5814,-0.129
5815,-0.174
5816,-0.208
5817,-0.226
5818,-0.227
5819,-0.211
5820,-0.18
5821,-0.138
5822,-0.089
5823,-0.04
5824,0.007
5825,0.049
5826,0.083
5827,0.109
5828,0.129
5829,0.144
5830,0.155
5831,0.163
5832,0.168
5833,0.17
5834,0.168
5835,0.163
5836,0.152
5837,0.135
5838,0.109
5839,0.075
5840,0.033
5841,-0.015
5842,-0.066
5843,-0.115
5844,-0.156
5845,-0.184
5846,-0.196
5847,-0.19
5848,-0.164
5849,-0.122
5850,-0.067
5851,-0.007
5852,0.052
5853,0.102
5854,0.139
5855,0.16
5856,0.166
5857,0.157
5858,0.138
5859,0.113
5860,0.086
5861,0.058
5862,0.031
5863,0.005
5864,-0.02
5865,-0.047
5866,-0.074
5867,-0.102
5868,-0.132
5869,-0.161
5870,-0.187
5871,-0.209
5872,-0.222
5873,-0.225
5874,-0.214
5875,-0.189
5876,-0.15
5877,-0.098
5878,-0.037
5879,0.029
5880,0.095
5881,0.157
5882,0.209
5883,0.248
5884,0.269
5885,0.271
5886,0.255
5887,0.222
5888,0.177
5889,0.123
5890,0.066
5891,0.011
5892,-0.041
5893,-0.084
5894,-0.118
5895,-0.141
5896,-0.153
5897,-0.154
5898,-0.147
5899,-0.132
5900,-0.112
5901,-0.087
5902,-0.059
5903,-0.028
5904,0.005
5905,0.038
5906,0.069
5907,0.098
5908,0.121
5909,0.137
5910,0.144
5911,0.14
5912,0.127
5913,0.105
5914,0.075
5915,0.04
5916,0.001
5917,-0.038
5918,-0.074
5919,-0.108
5920,-0.135
5921,-0.157
5922,-0.17
5923,-0.175
5924,-0.168
5925,-0.15
5926,-0.119
5927,-0.077
5928,-0.027
5929,0.029
5930,0.085
5931,0.137
5932,0.179
5933,0.205
5934,0.211
5935,0.194
5936,0.153
5937,0.091
5938,0.013
5939,-0.07
5940,-0.151
5941,-0.217
5942,-0.26
5943,-0.273
5944,-0.252
5945,-0.199
5946,-0.118
5947,-0.02
5948,0.084
5949,0.18
5950,0.256
5951,0.302
5952,0.311
5953,0.284
5954,0.224
5955,0.14
5956,0.042
5957,-0.056
5958,-0.142
5959,-0.209
5960,-0.248
5961,-0.256
5962,-0.232
5963,-0.181
5964,-0.107
5965,-0.021
5966,0.067
5967,0.146
5968,0.205
5969,0.237
5970,0.239
5971,0.211
5972,0.158
5973,0.088
5974,0.013
5975,-0.058
5976,-0.114
5977,-0.149
5978,-0.159
5979,-0.144
5980,-0.107
5981,-0.057
5982,0.0
5983,0.054
5984,0.096
5985,0.118
5986,0.116
5987,0.087
5988,0.034
5989,-0.037
5990,-0.119
5991,-0.199
5992,-0.266
5993,-0.311
5994,-0.326
5995,-0.308
5996,-0.257
5997,-0.179
5998,-0.08
5999,0.03
6000,0.141
6001,0.243
6002,0.325
6003,0.379
6004,0.4
6005,0.386
6006,0.34
6007,0.265
6008,0.17
6009,0.067
6010,-0.033
6011,-0.12
6012,-0.183
6013,-0.218
6014,-0.222
6015,-0.196
6016,-0.146
6017,-0.082
6018,-0.014
6019,0.049
6020,0.096
6021,0.123
6022,0.128
6023,0.112
6024,0.08
6025,0.037
6026,-0.009
6027,-0.052
6028,-0.087
6029,-0.109
6030,-0.119
6031,-0.116
6032,-0.104
6033,-0.087
6034,-0.07
6035,-0.057
6036,-0.051
6037,-0.053
6038,-0.061
6039,-0.073
6040,-0.085
6041,-0.091
6042,-0.088
6043,-0.074
6044,-0.049
6045,-0.014
6046,0.028
6047,0.073
6048,0.114
6049,0.15
6050,0.176
6051,0.19
6052,0.193
6053,0.185
6054,0.168
6055,0.144
6056,0.116
6057,0.088
6058,0.062
6059,0.039
6060,0.019
6061,0.002
6062,-0.014
6063,-0.031
6064,-0.048
6065,-0.068
6066,-0.088
6067,-0.11
6068,-0.131
6069,-0.15
6070,-0.163
6071,-0.168
6072,-0.163
6073,-0.147
6074,-0.122
6075,-0.088
6076,-0.049
6077,-0.009
6078,0.03
6079,0.063
6080,0.088
6081,0.106
6082,0.114
6083,0.115
6084,0.109
6085,0.097
6086,0.083
6087,0.066
6088,0.048
6089,0.031
6090,0.014
6091,-0.002
6092,-0.018
6093,-0.031
6094,-0.043
6095,-0.051
6096,-0.056
6097,-0.057
6098,-0.053
6099,-0.045
6100,-0.033
6101,-0.019
6102,-0.004
6103,0.008
6104,0.017
6105,0.02
6106,0.018
6107,0.011
6108,0.0
6109,-0.011
6110,-0.02
6111,-0.024
6112,-0.021
6113,-0.009
6114,0.011
6115,0.037
6116,0.066
6117,0.095
6118,0.119
6119,0.134
6120,0.14
6121,0.134
6122,0.116
6123,0.087
6124,0.048
6125,0.004
6126,-0.043
6127,-0.088
6128,-0.128
6129,-0.16
6130,-0.185
6131,-0.202
6132,-0.213
6133,-0.216
6134,-0.214
6135,-0.204
6136,-0.185
6137,-0.156
6138,-0.115
6139,-0.065
6140,-0.007
6141,0.053
6142,0.113
6143,0.168
6144,0.213
6145,0.247
6146,0.268
6147,0.274
6148,0.268
6149,0.249
6150,0.221
6151,0.183
6152,0.14
6153,0.093
6154,0.044
6155,-0.003
6156,-0.048
6157,-0.088
6158,-0.121
6159,-0.146
6160,-0.162
6161,-0.168
6162,-0.163
6163,-0.149
6164,-0.126
6165,-0.098
6166,-0.068
6167,-0.039
6168,-0.016
6169,-0.001
6170,0.004
6171,0.001
6172,-0.008
6173,-0.022
6174,-0.036
6175,-0.048
6176,-0.056
6177,-0.056
6178,-0.049
6179,-0.034
6180,-0.014
6181,0.008
6182,0.029
6183,0.046
6184,0.055
6185,0.056
6186,0.051
6187,0.041
6188,0.03
6189,0.022
6190,0.02
6191,0.026
6192,0.04
6193,0.059
6194,0.082
6195,0.104
6196,0.122
6197,0.131
6198,0.13
6199,0.115
6200,0.088
6201,0.05
6202,0.004
6203,-0.047
6204,-0.097
6205,-0.141
6206,-0.177
6207,-0.198
6208,-0.202
6209,-0.188
6210,-0.156
6211,-0.11
6212,-0.054
6213,0.007
6214,0.066
6215,0.115
6216,0.149
6217,0.164
6218,0.157
6219,0.129
6220,0.083
6221,0.027
6222,-0.034
6223,-0.09
6224,-0.135
6225,-0.16
6226,-0.164
6227,-0.143
6228,-0.1
6229,-0.04
6230,0.029
6231,0.099
6232,0.162
6233,0.211
6234,0.242
6235,0.251
6236,0.238
6237,0.205
6238,0.152
6239,0.085
6240,0.007
6241,-0.077
6242,-0.16
6243,-0.235
6244,-0.295
6245,-0.332
6246,-0.344
6247,-0.326
6248,-0.28
6249,-0.21
6250,-0.123
6251,-0.027
6252,0.068
6253,0.151
6254,0.216
6255,0.255
6256,0.267
6257,0.252
6258,0.214
6259,0.159
6260,0.097
6261,0.033
6262,-0.025
6263,-0.071
6264,-0.101
6265,-0.114
6266,-0.108
6267,-0.086
6268,-0.051
6269,-0.008
6270,0.039
6271,0.083
6272,0.121
6273,0.15
6274,0.167
6275,0.171
6276,0.161
6277,0.137
6278,0.098
6279,0.047
6280,-0.015
6281,-0.084
6282,-0.156
6283,-0.226
6284,-0.286
6285,-0.33
6286,-0.353
6287,-0.349
6288,-0.319
6289,-0.261
6290,-0.18
6291,-0.08
6292,0.028
6293,0.136
6294,0.232
6295,0.305
6296,0.347
6297,0.355
6298,0.328
6299,0.272
6300,0.196
6301,0.112
6302,0.029
6303,-0.041
6304,-0.09
6305,-0.112
6306,-0.108
6307,-0.082
6308,-0.04
6309,0.007
6310,0.049
6311,0.078
6312,0.087
6313,0.076
6314,0.048
6315,0.007
6316,-0.039
6317,-0.081
6318,-0.115
6319,-0.135
6320,-0.142
6321,-0.136
6322,-0.12
6323,-0.097
6324,-0.072
6325,-0.046
6326,-0.023
6327,-0.004
6328,0.008
6329,0.015
6330,0.014
6331,0.007
6332,-0.004
6333,-0.017
6334,-0.028
6335,-0.034
6336,-0.031
6337,-0.019
6338,0.004
6339,0.034
6340,0.069
6341,0.103
6342,0.132
6343,0.149
6344,0.152
6345,0.139
6346,0.112
6347,0.074
6348,0.03
6349,-0.015
6350,-0.057
6351,-0.091
6352,-0.116
6353,-0.132
6354,-0.137
6355,-0.134
6356,-0.122
6357,-0.103
6358,-0.077
6359,-0.044
6360,-0.004
6361,0.041
6362,0.09
6363,0.136
6364,0.175
6365,0.203
6366,0.214
6367,0.208
6368,0.187
6369,0.153
6370,0.109
6371,0.06
6372,0.01
6373,-0.039
6374,-0.084
6375,-0.125
6376,-0.158
6377,-0.186
6378,-0.205
6379,-0.217
6380,-0.221
6381,-0.216
6382,-0.202
6383,-0.181
6384,-0.151
6385,-0.116
6386,-0.075
6387,-0.032
6388,0.01
6389,0.051
6390,0.087
6391,0.117
6392,0.141
6393,0.157
6394,0.166
6395,0.167
6396,0.162
6397,0.15
6398,0.134
6399,0.113
6400,0.089
6401,0.064
6402,0.042
6403,0.025
6404,0.014
6405,0.011
6406,0.016
6407,0.027
6408,0.041
6409,0.053
6410,0.058
6411,0.053
6412,0.033
6413,-0.001
6414,-0.047
6415,-0.102
6416,-0.159
6417,-0.213
6418,-0.257
6419,-0.285
6420,-0.294
6421,-0.281
6422,-0.244
6423,-0.187
6424,-0.113
6425,-0.029
6426,0.058
6427,0.138
6428,0.202
6429,0.246
6430,0.264
6431,0.259
6432,0.233
6433,0.193
6434,0.146
6435,0.099
6436,0.057
6437,0.023
6438,0.0
6439,-0.014
6440,-0.02
6441,-0.022
6442,-0.022
6443,-0.025
6444,-0.032
6445,-0.045
6446,-0.061
6447,-0.08
6448,-0.098
6449,-0.112
6450,-0.12
6451,-0.118
6452,-0.106
6453,-0.084
6454,-0.053
6455,-0.016
6456,0.024
6457,0.063
6458,0.098
6459,0.126
6460,0.144
6461,0.151
6462,0.147
6463,0.131
6464,0.105
6465,0.068
6466,0.025
6467,-0.022
6468,-0.068
6469,-0.108
6470,-0.139
6471,-0.156
6472,-0.158
6473,-0.145
6474,-0.116
6475,-0.076
6476,-0.028
6477,0.022
6478,0.067
6479,0.102
6480,0.123
6481,0.127
6482,0.114
6483,0.086
6484,0.046
6485,-0.0
6486,-0.048
6487,-0.092
6488,-0.127
6489,-0.151
6490,-0.161
6491,-0.158
6492,-0.143
6493,-0.12
6494,-0.09
6495,-0.056
6496,-0.018
6497,0.023
6498,0.067
6499,0.111
6500,0.153
6501,0.187
6502,0.21
6503,0.218
6504,0.21
6505,0.186
6506,0.149
6507,0.105
6508,0.058
6509,0.015
6510,-0.019
6511,-0.04
6512,-0.048
6513,-0.045
6514,-0.033
6515,-0.019
6516,-0.007
6517,-0.001
6518,-0.004
6519,-0.019
6520,-0.045
6521,-0.078
6522,-0.115
6523,-0.151
6524,-0.181
6525,-0.198
6526,-0.2
6527,-0.184
6528,-0.152
6529,-0.106
6530,-0.05
6531,0.01
6532,0.069
6533,0.122
6534,0.163
6535,0.188
6536,0.196
6537,0.184
6538,0.155
6539,0.111
6540,0.059
6541,0.003
6542,-0.051
6543,-0.096
6544,-0.129
6545,-0.145
6546,-0.143
6547,-0.124
6548,-0.091
6549,-0.048
6550,-0.002
6551,0.042
6552,0.079
6553,0.105
6554,0.117
6555,0.115
6556,0.098
6557,0.069
6558,0.032
6559,-0.009
6560,-0.046
6561,-0.074
6562,-0.088
6563,-0.085
6564,-0.065
6565,-0.03
6566,0.014
6567,0.06
6568,0.103
6569,0.137
6570,0.158
6571,0.165
6572,0.158
6573,0.138
6574,0.109
6575,0.073
6576,0.033
6577,-0.009
6578,-0.049
6579,-0.086
6580,-0.119
6581,-0.146
6582,-0.167
6583,-0.182
6584,-0.19
6585,-0.194
6586,-0.191
6587,-0.184
6588,-0.172
6589,-0.153
6590,-0.127
6591,-0.095
6592,-0.058
6593,-0.019
6594,0.019
6595,0.054
6596,0.082
6597,0.105
6598,0.121
6599,0.133
6600,0.142
6601,0.149
6602,0.156
6603,0.161
6604,0.164
6605,0.163
6606,0.157
6607,0.146
6608,0.13
6609,0.109
6610,0.086
6611,0.062
6612,0.037
6613,0.014
6614,-0.007
6615,-0.025
6616,-0.04
6617,-0.051
6618,-0.06
6619,-0.067
6620,-0.076
6621,-0.087
6622,-0.102
6623,-0.119
6624,-0.137
6625,-0.154
6626,-0.166
6627,-0.172
6628,-0.169
6629,-0.159
6630,-0.142
6631,-0.119
6632,-0.093
6633,-0.066
6634,-0.041
6635,-0.019
6636,-0.001
6637,0.014
6638,0.028
6639,0.042
6640,0.058
6641,0.076
6642,0.096
6643,0.118
6644,0.143
6645,0.168
6646,0.193
6647,0.214
6648,0.229
6649,0.234
6650,0.227
6651,0.205
6652,0.169
6653,0.12
6654,0.062
6655,0.002
6656,-0.055
6657,-0.103
6658,-0.138
6659,-0.159
6660,-0.164
6661,-0.157
6662,-0.14
6663,-0.117
6664,-0.092
6665,-0.069
6666,-0.049
6667,-0.034
6668,-0.025
6669,-0.02
6670,-0.02
6671,-0.025
6672,-0.034
6673,-0.048
6674,-0.067
6675,-0.089
6676,-0.114
6677,-0.14
6678,-0.165
6679,-0.186
6680,-0.202
6681,-0.208
6682,-0.201
6683,-0.179
6684,-0.138
6685,-0.078
6686,-0.002
6687,0.088
6688,0.183
6689,0.277
6690,0.361
6691,0.427
6692,0.469
6693,0.485
6694,0.473
6695,0.436
6696,0.376
6697,0.301
6698,0.215
6699,0.127
6700,0.042
6701,-0.033
6702,-0.095
6703,-0.144
6704,-0.18
6705,-0.207
6706,-0.228
6707,-0.247
6708,-0.265
6709,-0.283
6710,-0.299
6711,-0.311
6712,-0.315
6713,-0.309
6714,-0.291
6715,-0.258
6716,-0.213
6717,-0.159
6718,-0.102
6719,-0.049
6720,-0.007
6721,0.02
6722,0.031
6723,0.028
6724,0.015
6725,-0.0
6726,-0.01
6727,-0.007
6728,0.015
6729,0.056
6730,0.116
6731,0.189
6732,0.266
6733,0.34
6734,0.402
6735,0.445
6736,0.463
6737,0.454
6738,0.415
6739,0.35
6740,0.262
6741,0.159
6742,0.049
6743,-0.059
6744,-0.157
6745,-0.236
6746,-0.292
6747,-0.32
6748,-0.323
6749,-0.304
6750,-0.269
6751,-0.225
6752,-0.181
6753,-0.143
6754,-0.114
6755,-0.097
6756,-0.092
6757,-0.096
6758,-0.108
6759,-0.124
6760,-0.139
6761,-0.15
6762,-0.152
6763,-0.142
6764,-0.116
6765,-0.077
6766,-0.024
6767,0.035
6768,0.095
6769,0.15
6770,0.192
6771,0.218
6772,0.224
6773,0.212
6774,0.185
6775,0.148
6776,0.107
6777,0.067
6778,0.036
6779,0.016
6780,0.01
6781,0.018
6782,0.04
6783,0.07
6784,0.105
6785,0.138
6786,0.163
6787,0.178
6788,0.179
6789,0.165
6790,0.138
6791,0.099
6792,0.051
6793,-0.004
6794,-0.063
6795,-0.122
6796,-0.179
6797,-0.229
6798,-0.27
6799,-0.296
6800,-0.307
6801,-0.3
6802,-0.275
6803,-0.234
6804,-0.179
6805,-0.116
6806,-0.05
6807,0.011
6808,0.062
6809,0.096
6810,0.112
6811,0.111
6812,0.095
6813,0.069
6814,0.038
6815,0.006
6816,-0.023
6817,-0.047
6818,-0.063
6819,-0.072
6820,-0.073
6821,-0.067
6822,-0.053
6823,-0.03
6824,0.001
6825,0.04
6826,0.086
6827,0.135
6828,0.185
6829,0.234
6830,0.277
6831,0.311
6832,0.333
6833,0.34
6834,0.331
6835,0.305
6836,0.263
6837,0.205
6838,0.132
6839,0.046
6840,-0.048
6841,-0.147
6842,-0.245
6843,-0.333
6844,-0.407
6845,-0.458
6846,-0.482
6847,-0.476
6848,-0.44
6849,-0.378
6850,-0.294
6851,-0.198
6852,-0.097
6853,-0.002
6854,0.081
6855,0.147
6856,0.192
6857,0.216
6858,0.221
6859,0.21
6860,0.188
6861,0.158
6862,0.126
6863,0.096
6864,0.072
6865,0.054
6866,0.042
6867,0.035
6868,0.03
6869,0.025
6870,0.017
6871,0.005
6872,-0.013
6873,-0.034
6874,-0.058
6875,-0.082
6876,-0.101
6877,-0.113
6878,-0.113
6879,-0.099
6880,-0.072
6881,-0.03
6882,0.022
6883,0.081
6884,0.141
6885,0.197
6886,0.243
6887,0.274
6888,0.286
6889,0.277
6890,0.245
6891,0.193
