,Data
308,0.264
309,0.2985
310,0.316
311,0.3143
312,0.293
313,0.2535
314,0.1992
315,0.135
316,0.0666
317,-0.0
318,-0.0595
319,-0.1075
320,-0.1413
321,-0.1598
322,-0.1639
323,-0.1558
324,-0.1387
325,-0.1164
326,-0.0925
327,-0.071
328,-0.0553
329,-0.0479
330,-0.0502
331,-0.0619
332,-0.0818
333,-0.1072
334,-0.1349
335,-0.161
336,-0.1814
337,-0.1926
338,-0.1912
339,-0.1746
340,-0.1416
341,-0.0925
342,-0.0296
343,0.0424
344,0.1179
345,0.1901
346,0.2526
347,0.2995
348,0.326
349,0.3293
350,0.3094
351,0.2689
352,0.2132
353,0.1497
354,0.0864
355,0.0309
356,-0.0108
357,-0.0354
358,-0.0429
359,-0.0362
360,-0.0214
361,-0.0056
362,0.004
363,0.0025
364,-0.0126
365,-0.0408
366,-0.0793
367,-0.1235
368,-0.1681
369,-0.2079
370,-0.2382
371,-0.2554
372,-0.2571
373,-0.2424
374,-0.2118
375,-0.1677
376,-0.1136
377,-0.054
378,0.006
379,0.0617
380,0.1094
381,0.1467
382,0.1723
383,0.1857
384,0.1866
385,0.1757
386,0.1543
387,0.1247
388,0.0899
389,0.054
390,0.0214
391,-0.0042
392,-0.0201
393,-0.0252
394,-0.0199
395,-0.0057
396,0.0144
397,0.0372
398,0.0591
399,0.0767
400,0.0875
401,0.0898
402,0.0828
403,0.0664
404,0.0412
405,0.0087
406,-0.0284
407,-0.0663
408,-0.0999
409,-0.1242
410,-0.1355
411,-0.1315
412,-0.1128
413,-0.0819
414,-0.0437
415,-0.0049
416,0.027
417,0.045
418,0.0435
419,0.0206
420,-0.0221
421,-0.0791
422,-0.1414
423,-0.1988
424,-0.241
425,-0.2598
426,-0.2507
427,-0.2128
428,-0.1493
429,-0.0667
430,0.0267
431,0.1217
432,0.2094
433,0.2819
434,0.3339
435,0.3621
436,0.3656
437,0.3453
438,0.3036
439,0.2445
440,0.173
441,0.0958
442,0.0198
443,-0.0484
444,-0.1039
445,-0.1432
446,-0.1648
447,-0.1692
448,-0.1586
449,-0.1369
450,-0.1091
451,-0.0805
452,-0.055
453,-0.0353
454,-0.0221
455,-0.0154
456,-0.0143
457,-0.0179
458,-0.0251
459,-0.0343
460,-0.0436
461,-0.0508
462,-0.0539
463,-0.0517
464,-0.0436
465,-0.0298
466,-0.0117
467,0.0086
468,0.029
469,0.047
470,0.0603
471,0.0665
472,0.0638
473,0.0512
474,0.0289
475,-0.0012
476,-0.0358
477,-0.0707
478,-0.1013
479,-0.1234
480,-0.1337
481,-0.1303
482,-0.1129
483,-0.0831
484,-0.0435
485,0.0022
486,0.05
487,0.096
488,0.1366
489,0.1682
490,0.1883
491,0.1954
492,0.19
493,0.1741
494,0.1509
495,0.1238
496,0.0959
497,0.0689
498,0.044
499,0.0211
500,-0.0003
501,-0.0213
502,-0.0425
503,-0.0641
504,-0.0854
505,-0.1053
506,-0.1217
507,-0.1327
508,-0.1361
509,-0.1308
510,-0.1167
511,-0.095
512,-0.0682
513,-0.0394
514,-0.0119
515,0.0113
516,0.0276
517,0.0356
518,0.0345
519,0.0243
520,0.0059
521,-0.0187
522,-0.0474
523,-0.0777
524,-0.1066
525,-0.1313
526,-0.1485
527,-0.1555
528,-0.1499
529,-0.1302
530,-0.0963
531,-0.0496
532,0.0067
533,0.0681
534,0.1295
535,0.1856
536,0.2319
537,0.2653
538,0.2844
539,0.2888
540,0.2789
541,0.2558
542,0.2216
543,0.1796
544,0.1338
545,0.0879
546,0.0448
547,0.0062
548,-0.0274
549,-0.0561
550,-0.0804
551,-0.1011
552,-0.1189
553,-0.1344
554,-0.1481
555,-0.16
556,-0.1702
557,-0.1784
558,-0.1843
559,-0.1872
560,-0.1867
561,-0.1824
562,-0.1739
563,-0.1611
564,-0.1443
565,-0.1237
566,-0.0993
567,-0.0713
568,-0.04
569,-0.0056
570,0.0312
571,0.0694
572,0.1075
573,0.1439
574,0.1765
575,0.2033
576,0.222
577,0.2303
578,0.2262
579,0.2087
580,0.1785
581,0.1376
582,0.0897
583,0.0394
584,-0.0089
585,-0.0516
586,-0.086
587,-0.1109
588,-0.1257
589,-0.1308
590,-0.1266
591,-0.1138
592,-0.0934
593,-0.0664
594,-0.0341
595,0.0016
596,0.0386
597,0.0745
598,0.1065
599,0.1323
600,0.15
601,0.1584
602,0.1565
603,0.1438
604,0.1194
605,0.0831
606,0.0356
607,-0.0209
608,-0.0822
609,-0.1432
610,-0.1979
611,-0.2408
612,-0.2674
613,-0.2751
614,-0.2632
615,-0.2336
616,-0.1899
617,-0.1367
618,-0.0791
619,-0.0222
620,0.029
621,0.0703
622,0.0982
623,0.1105
624,0.1066
625,0.088
626,0.0588
627,0.0249
628,-0.0066
629,-0.0287
630,-0.036
631,-0.0253
632,0.0038
633,0.0487
634,0.1047
635,0.1653
636,0.2234
637,0.2715
638,0.3027
639,0.3121
640,0.2969
641,0.2571
642,0.1955
643,0.1176
644,0.0312
645,-0.0549
646,-0.1321
647,-0.1933
648,-0.2335
649,-0.2503
650,-0.2447
651,-0.2201
652,-0.1822
653,-0.1375
654,-0.093
655,-0.0556
656,-0.0305
657,-0.0209
658,-0.0275
659,-0.0482
660,-0.0785
661,-0.1121
662,-0.1417
663,-0.1608
664,-0.1644
665,-0.1501
666,-0.1188
667,-0.0737
668,-0.0194
669,0.0383
670,0.0944
671,0.145
672,0.1872
673,0.2186
674,0.2374
675,0.2418
676,0.2305
677,0.2033
678,0.1613
679,0.1076
680,0.0475
681,-0.0122
682,-0.0641
683,-0.1014
684,-0.1189
685,-0.1143
686,-0.0883
687,-0.0454
688,0.0071
689,0.0597
690,0.1026
691,0.128
692,0.1308
693,0.11
694,0.0685
695,0.0128
696,-0.0489
697,-0.1074
698,-0.1545
699,-0.1842
700,-0.1933
701,-0.1818
702,-0.1521
703,-0.1087
704,-0.058
705,-0.0068
706,0.0378
707,0.0702
708,0.0869
709,0.087
710,0.0723
711,0.0466
712,0.0153
713,-0.0161
714,-0.0426
715,-0.06
716,-0.0657
717,-0.0586
718,-0.0395
719,-0.0114
720,0.0217
721,0.0551
722,0.0845
723,0.1052
724,0.1138
725,0.1076
726,0.0863
727,0.0517
728,0.0077
729,-0.0405
730,-0.0866
731,-0.1248
732,-0.1503
733,-0.1603
734,-0.1536
735,-0.1307
736,-0.0932
737,-0.0436
738,0.0146
739,0.0774
740,0.1402
741,0.1979
742,0.2461
743,0.2808
744,0.299
745,0.2985
746,0.2783
747,0.2379
748,0.1781
749,0.1011
750,0.0114
751,-0.0851
752,-0.181
753,-0.2684
754,-0.3397
755,-0.3881
756,-0.408
757,-0.396
758,-0.3524
759,-0.2813
760,-0.1904
761,-0.09
762,0.0086
763,0.0945
764,0.1587
765,0.195
766,0.2007
767,0.1769
768,0.1285
769,0.0635
770,-0.0074
771,-0.0727
772,-0.1217
773,-0.1462
774,-0.142
775,-0.1086
776,-0.0497
777,0.0275
778,0.1131
779,0.1961
780,0.2658
781,0.3137
782,0.3344
783,0.3261
784,0.2906
785,0.233
786,0.1606
787,0.0821
788,0.0064
789,-0.059
790,-0.1085
791,-0.1395
792,-0.152
793,-0.1486
794,-0.1339
795,-0.113
796,-0.0914
797,-0.074
798,-0.0645
799,-0.0649
800,-0.0753
801,-0.0941
802,-0.1182
803,-0.1435
804,-0.1658
805,-0.1811
806,-0.1859
807,-0.1784
808,-0.158
809,-0.1254
810,-0.0823
811,-0.0312
812,0.0249
813,0.0825
814,0.1376
815,0.1858
816,0.2229
817,0.2457
818,0.252
819,0.2416
820,0.2156
821,0.1766
822,0.1283
823,0.0749
824,0.0209
825,-0.0295
826,-0.072
827,-0.1028
828,-0.1191
829,-0.1194
830,-0.1047
831,-0.0776
832,-0.0429
833,-0.0058
834,0.0281
835,0.0538
836,0.0677
837,0.0678
838,0.0541
839,0.0287
840,-0.0049
841,-0.0423
842,-0.0789
843,-0.1099
844,-0.1311
845,-0.1389
846,-0.1313
847,-0.1082
848,-0.0722
849,-0.0273
850,0.0208
851,0.0661
852,0.1028
853,0.1267
854,0.135
855,0.1272
856,0.1049
857,0.0719
858,0.0331
859,-0.006
860,-0.041
861,-0.0684
862,-0.0859
863,-0.093
864,-0.0898
865,-0.0782
866,-0.0609
867,-0.0414
868,-0.0231
869,-0.0092
870,-0.0015
871,-0.0008
872,-0.0066
873,-0.0171
874,-0.0291
875,-0.0391
876,-0.0433
877,-0.0388
878,-0.0237
879,0.0021
880,0.0371
881,0.0786
882,0.1224
883,0.1643
884,0.1995
885,0.2239
886,0.2343
887,0.2287
888,0.2061
889,0.1668
890,0.1124
891,0.0461
892,-0.0268
893,-0.1002
894,-0.1673
895,-0.2224
896,-0.2607
897,-0.2796
898,-0.2787
899,-0.2599
900,-0.2263
901,-0.1821
902,-0.1311
903,-0.0771
904,-0.0242
905,0.0241
906,0.0643
907,0.094
908,0.1119
909,0.1182
910,0.1147
911,0.104
912,0.0892
913,0.0731
914,0.0576
915,0.0443
916,0.0337
917,0.0259
918,0.0207
919,0.0174
920,0.0152
921,0.0132
922,0.0104
923,0.0053
924,-0.0034
925,-0.0164
926,-0.0333
927,-0.0516
928,-0.0678
929,-0.078
930,-0.079
931,-0.0692
932,-0.049
933,-0.0201
934,0.014
935,0.0494
936,0.0821
937,0.1088
938,0.1271
939,0.1359
940,0.1346
941,0.1236
942,0.1044
943,0.0795
944,0.0519
945,0.0243
946,-0.0011
947,-0.0229
948,-0.0408
949,-0.0554
950,-0.0676
951,-0.0786
952,-0.0886
953,-0.0973
954,-0.104
955,-0.1076
956,-0.1073
957,-0.1026
958,-0.0937
959,-0.081
960,-0.0653
961,-0.0479
962,-0.0301
963,-0.0134
964,0.0008
965,0.0111
966,0.0169
967,0.018
968,0.0153
969,0.0104
970,0.0052
971,0.002
972,0.0026
973,0.0082
974,0.0193
975,0.0358
976,0.0564
977,0.0789
978,0.1005
979,0.118
980,0.1282
981,0.1286
982,0.1179
983,0.0965
984,0.0667
985,0.032
986,-0.0036
987,-0.0369
988,-0.0657
989,-0.0886
990,-0.1049
991,-0.1147
992,-0.1181
993,-0.1158
994,-0.1086
995,-0.0975
996,-0.0829
997,-0.0647
998,-0.0423
999,-0.0151
1000,0.0173
1001,0.0543
1002,0.0944
1003,0.1352
1004,0.1735
1005,0.2054
1006,0.2268
1007,0.234
1008,0.224
1009,0.1948
1010,0.1464
1011,0.0803
1012,0.0006
1013,-0.0867
1014,-0.1739
1015,-0.252
1016,-0.3123
1017,-0.3473
1018,-0.3517
1019,-0.3242
1020,-0.2672
1021,-0.1869
1022,-0.0925
1023,0.0049
1024,0.0936
1025,0.1633
1026,0.2067
1027,0.2206
1028,0.2057
1029,0.1662
1030,0.1087
1031,0.041
1032,-0.0285
1033,-0.0922
1034,-0.1433
1035,-0.1769
1036,-0.19
1037,-0.1815
1038,-0.1521
1039,-0.1041
1040,-0.0417
1041,0.0296
1042,0.1033
1043,0.1729
1044,0.2324
1045,0.2775
1046,0.3052
1047,0.3144
1048,0.3058
1049,0.2812
1050,0.2432
1051,0.1949
1052,0.139
1053,0.0775
1054,0.0124
1055,-0.054
1056,-0.1193
1057,-0.1806
1058,-0.2345
1059,-0.2782
1060,-0.3092
1061,-0.3257
1062,-0.3266
1063,-0.3118
1064,-0.2824
1065,-0.2403
1066,-0.1879
1067,-0.128
1068,-0.0636
1069,0.0022
1070,0.0657
1071,0.1235
1072,0.1719
1073,0.2073
1074,0.227
1075,0.229
1076,0.2134
1077,0.1819
1078,0.1383
1079,0.0875
1080,0.0348
1081,-0.0142
1082,-0.0546
1083,-0.0823
1084,-0.0947
1085,-0.0911
1086,-0.0724
1087,-0.0416
1088,-0.0029
1089,0.0384
1090,0.0765
1091,0.106
1092,0.1225
1093,0.1238
1094,0.1098
1095,0.0826
1096,0.0462
1097,0.0056
1098,-0.0344
1099,-0.0696
1100,-0.0971
1101,-0.115
1102,-0.1227
1103,-0.1202
1104,-0.1083
1105,-0.088
1106,-0.0614
1107,-0.0307
1108,0.0012
1109,0.0315
1110,0.0578
1111,0.0781
1112,0.0912
1113,0.0965
1114,0.0936
1115,0.0827
1116,0.0647
1117,0.0405
1118,0.0112
1119,-0.0219
1120,-0.0569
1121,-0.0908
1122,-0.1202
1123,-0.1412
1124,-0.1506
1125,-0.1465
1126,-0.129
1127,-0.1007
1128,-0.0658
1129,-0.0294
1130,0.0032
1131,0.0283
1132,0.0436
1133,0.0491
1134,0.0465
1135,0.0392
1136,0.0311
1137,0.026
1138,0.0266
1139,0.034
1140,0.048
1141,0.0671
1142,0.0895
1143,0.1129
1144,0.1353
1145,0.1548
1146,0.1697
1147,0.1779
1148,0.1773
1149,0.1661
1150,0.1432
1151,0.1086
1152,0.0632
1153,0.0091
1154,-0.0509
1155,-0.1136
1156,-0.1746
1157,-0.2291
1158,-0.2715
1159,-0.2968
1160,-0.3011
1161,-0.2831
1162,-0.244
1163,-0.1878
1164,-0.1205
1165,-0.0492
1166,0.0195
1167,0.0799
1168,0.1282
1169,0.1616
1170,0.1788
1171,0.179
1172,0.1626
1173,0.1312
1174,0.0881
1175,0.0381
1176,-0.0131
1177,-0.0597
1178,-0.0963
1179,-0.1189
1180,-0.1253
1181,-0.1147
1182,-0.0887
1183,-0.0505
1184,-0.0046
1185,0.0439
1186,0.09
1187,0.1296
1188,0.1595
1189,0.1776
1190,0.1827
1191,0.1746
1192,0.1545
1193,0.1247
1194,0.0881
1195,0.0484
1196,0.0096
1197,-0.025
1198,-0.0523
1199,-0.071
1200,-0.0812
1201,-0.0846
1202,-0.0842
1203,-0.0829
1204,-0.0828
1205,-0.0846
1206,-0.0878
1207,-0.0911
1208,-0.0926
1209,-0.0905
1210,-0.0839
1211,-0.0726
1212,-0.0574
1213,-0.0399
1214,-0.022
1215,-0.006
1216,0.0059
1217,0.0117
1218,0.0106
1219,0.0031
1220,-0.0085
1221,-0.0205
1222,-0.0286
1223,-0.0287
1224,-0.0176
1225,0.0063
1226,0.0424
1227,0.0878
1228,0.1371
1229,0.1837
1230,0.2203
1231,0.2397
1232,0.2364
1233,0.2069
1234,0.1507
1235,0.0711
1236,-0.0256
1237,-0.13
1238,-0.2308
1239,-0.3164
1240,-0.3766
1241,-0.4035
1242,-0.3927
1243,-0.3437
1244,-0.26
1245,-0.1485
1246,-0.0186
1247,0.1185
1248,0.251
1249,0.3673
1250,0.4577
1251,0.5151
1252,0.535
1253,0.5157
1254,0.4581
1255,0.3659
1256,0.2458
1257,0.1073
1258,-0.0383
1259,-0.1793
1260,-0.3043
1261,-0.404
1262,-0.4716
1263,-0.5035
1264,-0.4995
1265,-0.4626
1266,-0.3984
1267,-0.3146
1268,-0.2198
1269,-0.1227
1270,-0.0308
1271,0.0498
1272,0.1149
1273,0.1622
1274,0.1918
1275,0.2049
1276,0.2033
1277,0.1894
1278,0.1649
1279,0.1321
1280,0.0934
1281,0.0517
1282,0.0106
1283,-0.0265
1284,-0.056
1285,-0.0746
1286,-0.0799
1287,-0.07
1288,-0.0443
1289,-0.0033
1290,0.0502
1291,0.1112
1292,0.173
1293,0.2277
1294,0.2678
1295,0.2868
1296,0.2808
1297,0.2484
1298,0.1917
1299,0.1159
1300,0.0283
1301,-0.0623
1302,-0.1476
1303,-0.2202
1304,-0.274
1305,-0.3052
1306,-0.3124
1307,-0.2973
1308,-0.2635
1309,-0.2165
1310,-0.1622
1311,-0.106
1312,-0.052
1313,-0.0029
1314,0.0395
1315,0.0739
1316,0.0992
1317,0.1149
1318,0.1204
1319,0.116
1320,0.1026
1321,0.0821
1322,0.0568
1323,0.029
1324,0.001
1325,-0.0251
1326,-0.0476
1327,-0.0646
1328,-0.0749
1329,-0.078
1330,-0.0742
1331,-0.0643
1332,-0.0496
1333,-0.0314
1334,-0.0106
1335,0.0117
1336,0.0344
1337,0.0565
1338,0.0771
1339,0.0954
1340,0.1109
1341,0.1233
1342,0.132
1343,0.1366
1344,0.1367
1345,0.1321
1346,0.123
1347,0.1096
1348,0.0924
1349,0.0714
1350,0.0462
1351,0.0162
1352,-0.0192
1353,-0.0593
1354,-0.1016
1355,-0.1422
1356,-0.1761
1357,-0.1985
1358,-0.2053
1359,-0.1943
1360,-0.1657
1361,-0.1221
1362,-0.0686
1363,-0.0119
1364,0.0404
1365,0.0816
1366,0.106
1367,0.1103
1368,0.0941
1369,0.0599
1370,0.0123
1371,-0.0419
1372,-0.0953
1373,-0.1404
1374,-0.1706
1375,-0.1811
1376,-0.1704
1377,-0.1395
1378,-0.0923
1379,-0.0345
1380,0.0269
1381,0.085
1382,0.1339
1383,0.1694
1384,0.1888
1385,0.1917
1386,0.1793
1387,0.1546
1388,0.122
1389,0.0868
1390,0.0543
1391,0.0294
1392,0.0151
1393,0.013
1394,0.0221
1395,0.0398
1396,0.0623
1397,0.0849
1398,0.1028
1399,0.1112
1400,0.1065
1401,0.0869
1402,0.0525
1403,0.0056
1404,-0.0499
1405,-0.1087
1406,-0.1649
1407,-0.2125
1408,-0.2459
1409,-0.261
1410,-0.2562
1411,-0.2321
1412,-0.1921
1413,-0.1418
1414,-0.0881
1415,-0.0377
1416,0.004
1417,0.0338
1418,0.0508
1419,0.0563
1420,0.0531
1421,0.045
1422,0.0362
1423,0.031
1424,0.0333
1425,0.0453
1426,0.0668
1427,0.0954
1428,0.1266
1429,0.1552
1430,0.1757
1431,0.1837
1432,0.1766
1433,0.1539
1434,0.1174
1435,0.0708
1436,0.0191
1437,-0.032
1438,-0.0764
1439,-0.1089
1440,-0.1259
1441,-0.1258
1442,-0.11
1443,-0.0821
1444,-0.0482
1445,-0.0151
1446,0.0106
1447,0.0236
1448,0.0208
1449,0.0015
1450,-0.032
1451,-0.0754
1452,-0.1222
1453,-0.165
1454,-0.1967
1455,-0.2111
1456,-0.2042
1457,-0.1747
1458,-0.1241
1459,-0.0566
1460,0.0216
1461,0.1031
1462,0.1803
1463,0.2458
1464,0.293
1465,0.3175
1466,0.3172
1467,0.2932
1468,0.2491
1469,0.1899
1470,0.1218
1471,0.0505
1472,-0.0188
1473,-0.0823
1474,-0.1374
1475,-0.1821
1476,-0.2149
1477,-0.2349
1478,-0.2412
1479,-0.2334
1480,-0.2111
1481,-0.1747
1482,-0.1252
1483,-0.0646
1484,0.0035
1485,0.0737
1486,0.1397
1487,0.1944
1488,0.2317
1489,0.2465
1490,0.2362
1491,0.2005
1492,0.1424
1493,0.0679
1494,-0.0142
1495,-0.0942
1496,-0.1629
1497,-0.2131
1498,-0.2406
1499,-0.2437
1500,-0.2232
1501,-0.1824
1502,-0.1265
1503,-0.0622
1504,0.0029
1505,0.0616
1506,0.1077
1507,0.1375
1508,0.1497
1509,0.1454
1510,0.1276
1511,0.1002
1512,0.0673
1513,0.0327
1514,-0.0003
1515,-0.0294
1516,-0.0525
1517,-0.0685
1518,-0.0765
1519,-0.0762
1520,-0.0679
1521,-0.0523
1522,-0.0304
1523,-0.0034
1524,0.0273
1525,0.06
1526,0.0927
1527,0.1228
1528,0.1474
1529,0.1628
1530,0.1658
1531,0.1537
1532,0.1252
1533,0.081
1534,0.0242
1535,-0.04
1536,-0.1047
1537,-0.1623
1538,-0.2062
1539,-0.2313
1540,-0.2352
1541,-0.2179
1542,-0.182
1543,-0.1317
1544,-0.0723
1545,-0.0097
1546,0.0499
1547,0.1009
1548,0.1386
1549,0.1599
1550,0.1636
1551,0.1507
1552,0.1239
1553,0.0875
1554,0.0466
1555,0.0068
1556,-0.0269
1557,-0.0504
1558,-0.0612
1559,-0.0587
1560,-0.0442
1561,-0.0211
1562,0.0057
1563,0.0301
1564,0.0461
1565,0.0493
1566,0.0372
1567,0.0105
1568,-0.028
1569,-0.0732
1570,-0.1186
1571,-0.1577
1572,-0.1839
1573,-0.1925
1574,-0.1806
1575,-0.1478
1576,-0.0967
1577,-0.032
1578,0.0398
1579,0.1115
1580,0.1762
1581,0.2272
1582,0.2594
1583,0.2693
1584,0.2558
1585,0.2206
1586,0.1681
1587,0.1046
1588,0.0382
1589,-0.0236
1590,-0.0739
1591,-0.1083
1592,-0.1251
1593,-0.1252
1594,-0.1116
1595,-0.0888
1596,-0.0611
1597,-0.0326
1598,-0.0062
1599,0.0163
1600,0.0339
1601,0.0458
1602,0.0514
1603,0.0498
1604,0.0402
1605,0.0221
1606,-0.0039
1607,-0.0361
1608,-0.0714
1609,-0.1061
1610,-0.1364
1611,-0.1589
1612,-0.1713
1613,-0.1719
1614,-0.1606
1615,-0.1382
1616,-0.1071
1617,-0.0707
1618,-0.0327
1619,0.0032
1620,0.0345
1621,0.0599
1622,0.0795
1623,0.0949
1624,0.1081
1625,0.1213
1626,0.1357
1627,0.1512
1628,0.1657
1629,0.176
1630,0.1784
1631,0.1693
1632,0.1464
1633,0.1098
1634,0.0618
1635,0.0072
1636,-0.0481
1637,-0.0975
1638,-0.1352
1639,-0.1572
1640,-0.1616
1641,-0.1487
1642,-0.121
1643,-0.0827
1644,-0.0391
1645,0.0042
1646,0.0424
1647,0.0721
1648,0.0911
1649,0.099
1650,0.0961
1651,0.0834
1652,0.0624
1653,0.0349
1654,0.0034
1655,-0.0295
1656,-0.0608
1657,-0.0882
1658,-0.1095
1659,-0.1235
1660,-0.1296
1661,-0.1276
1662,-0.1177
1663,-0.1005
1664,-0.0772
1665,-0.0489
1666,-0.0171
1667,0.0169
1668,0.0516
1669,0.0847
1670,0.113
1671,0.1326
1672,0.1395
1673,0.1312
1674,0.107
1675,0.0688
1676,0.0209
1677,-0.03
1678,-0.0761
1679,-0.1098
1680,-0.1254
1681,-0.1199
1682,-0.0939
1683,-0.0507
1684,0.0036
1685,0.0616
1686,0.1148
1687,0.1557
1688,0.1779
1689,0.1782
1690,0.1562
1691,0.1146
1692,0.059
1693,-0.0034
1694,-0.0642
1695,-0.1155
1696,-0.1509
1697,-0.1665
1698,-0.1615
1699,-0.1377
1700,-0.0996
1701,-0.0537
1702,-0.0069
1703,0.034
1704,0.0638
1705,0.0798
1706,0.0813
1707,0.0697
1708,0.0477
1709,0.0191
1710,-0.0117
1711,-0.0404
1712,-0.0636
1713,-0.079
1714,-0.0854
1715,-0.0829
1716,-0.0725
1717,-0.0556
1718,-0.0337
1719,-0.0084
1720,0.0189
1721,0.0465
1722,0.0726
1723,0.0946
1724,0.1104
1725,0.1183
1726,0.1178
1727,0.1097
1728,0.0953
1729,0.0762
1730,0.0537
1731,0.0289
1732,0.0032
1733,-0.0223
1734,-0.0467
1735,-0.0695
1736,-0.0907
1737,-0.1098
1738,-0.1262
1739,-0.1383
1740,-0.144
1741,-0.1412
1742,-0.1278
1743,-0.1032
1744,-0.0681
1745,-0.0252
1746,0.0219
1747,0.0688
1748,0.1112
1749,0.1455
1750,0.1688
1751,0.1793
1752,0.1761
1753,0.1593
1754,0.1303
1755,0.0915
1756,0.0467
1757,-0.0002
1758,-0.0448
1759,-0.0833
1760,-0.1128
1761,-0.1313
1762,-0.1378
1763,-0.132
1764,-0.1144
1765,-0.0864
1766,-0.0507
1767,-0.0108
1768,0.0293
1769,0.0653
1770,0.0935
1771,0.1108
1772,0.1152
1773,0.1062
1774,0.0845
1775,0.0523
1776,0.0129
1777,-0.0298
1778,-0.0717
1779,-0.109
1780,-0.1385
1781,-0.1573
1782,-0.1625
